PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,
Q99720,SIGMAR1,0.095174391,0.096867436,0.312886264,0.141795347,0.615826427,0.332798189,1.748939369,0.934305199,0.331802705,0.119331392,0.615826427,-0.746286437,0.534824078,-2.487789791,0.044717624,0.112292001,-5.825924396,"25,128",0.94965118,4,
Q14814,MEF2D,0.0932901,0.402468123,0.093370119,0.383120525,0.269583664,0.644243379,0.644528233,0.63441752,0.599571978,0.238245322,0.63441752,-0.305130982,0.395627708,-2.486579939,0.04479358,0.112452198,-5.827693885,"55,938",0.949032053,4,
Q86VP1,TAX1BP1,2.524174361,2.460457525,2.912689182,2.321824105,2.993660014,3.950625588,2.806739345,3.172055054,2.873590713,2.492315943,2.993660014,-0.675983707,2.892778147,-2.485924586,0.044834781,0.112485731,-5.828652378,"90,877",0.948902563,9,
Q9H999,PANK3,1.887515505,1.674106865,2.288074958,1.561228508,2.492681988,2.057558114,2.234316483,2.768687074,2.475202202,1.780811185,2.475202202,-0.535579456,2.120521187,-2.48582823,0.044840842,0.112485731,-5.828793303,"41,094",0.948902563,5,
Q14376,GALE,1.00E-07,0.00819739,0.007288616,0.00356222,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.005425418,1.00E-07,0.004761982,0.002381091,2.485787001,0.044843436,0.112485731,-5.828853603,"38,282",0.948902563,9,
Q86XK3,SFR1,0.366939487,0.482870253,0.178223158,0.22952715,0.13326732,0.168801809,0.166457864,0.115794972,0.051620883,0.298233319,0.13326732,0.168309521,0.230235252,2.485452136,0.044864507,0.112508065,-5.82934336,"28,262",0.948816345,3,
O15479,MAGEB2,0.054077699,0.09001255,0.069195499,0.054835016,0.00285795,1.00E-07,0.073342417,1.00E-07,0.045579955,0.062015257,0.00285795,0.047980049,0.043040166,2.484751344,0.044908639,0.112573607,-5.830368299,"35,277",0.948563417,9,
Q9Y4D1,DAAM1,0.332570306,0.573559493,0.591422398,0.468998673,0.852488327,0.591209133,0.644420061,0.668532315,0.553009213,0.521279083,0.644420061,-0.197524741,0.590400088,-2.48465048,0.044914994,0.112573607,-5.830515816,"123,473",0.948563417,27,
Q9P283,SEMA5B,1.539504086,1.871137964,1.358413925,1.549381669,3.684771344,2.071340575,2.343334948,2.067898919,2.514054163,1.544442878,2.343334948,-0.962227035,2.060722929,-2.483664254,0.044977187,0.112698934,-5.831958206,"125,913",0.948080191,8,
Q9H3P2,NELFA,1.00E-07,1.00E-07,1.00E-07,0.001099525,0.044937415,1.00E-07,0.034320215,0.079922295,0.001923489,1.00E-07,0.034320215,-0.03952005,0.020034981,-2.482325461,0.045061756,0.112880248,-5.83391622,"57,277",0.947382046,14,
Q6P1J9,CDC73,0.146666693,0.174841765,0.106682303,0.175922528,0.177651803,0.188302897,0.205312554,0.19978879,0.230033698,0.160754229,0.19978879,-0.041735689,0.171896167,-2.48198038,0.045083581,0.112904331,-5.834420904,"60,577",0.947289399,30,
Q12906,ILF3,0.012304265,0.019763219,0.02902223,0.025686625,0.023400916,0.039893116,0.036401056,0.048523426,0.035011351,0.022724922,0.036401056,-0.015360544,0.029374357,-2.479961107,0.045211514,0.113194058,-5.837374087,"95,338",0.946176372,46,
Q9H1C4,UNC93B1,0.597738177,0.329722659,0.589642615,0.198788942,1.00E-07,1.00E-07,0.388199101,1.00E-07,1.00E-07,0.459682637,1.00E-07,0.331923248,0.263011474,2.479737856,0.045225681,0.113198876,-5.837700588,"66,631",0.946157886,1,
Q8IYD2,KLHDC8A,2.143138405,1.816244528,0.903420154,1.898863668,2.37361958,3.731578424,2.910339352,2.082713471,3.255026385,1.857554098,2.910339352,-1.084146018,2.232489698,-2.478786836,0.045286085,0.113319388,-5.839091432,"38,859",0.945695781,6,
Q9BWT7,CARD10,1.190786149,1.261353188,0.545566555,1.09451463,1.00E-07,0.232810562,1.035722616,1.00E-07,1.00E-07,1.14265039,1.00E-07,0.705921786,0.670094238,2.477820699,0.045347534,0.113442452,-5.840504374,"115,931",0.945224395,2,
Q9Y4E1,WASHC2C,0.585994582,0.469110821,0.511353042,0.384486178,0.181190794,0.129000982,0.505311777,0.238869155,0.392809056,0.490231931,0.238869155,0.224142979,0.375664666,2.477218933,0.045385853,0.113482357,-5.841384429,"144,668",0.945071653,7,
Q96HQ2,CDKN2AIPNL,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.453992322,0.108067748,0.110212969,0.692074202,0.312260336,1.00E-07,0.312260336,-0.34108671,0.170543455,-2.477184707,0.045388033,0.113482357,-5.841434483,"13,196",0.945071653,2,
Q8N141,ZFP82,0.384445507,0.020637532,0.022199113,0.169586501,0.278985328,0.662824149,0.33237645,0.488552665,0.119170434,0.095892807,0.33237645,-0.291467485,0.294950906,-2.476539196,0.045429177,0.11355452,-5.84237851,"62,578",0.944795574,5,
P30049,ATP5F1D,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.030037197,1.00E-07,0.016921659,0.012646235,1.00E-07,1.00E-07,0.012646235,-0.014901198,0.007450699,-2.47632718,0.045442699,0.11355762,-5.84268857,"17,490",0.944783719,5,
P48735,IDH2,0.112051935,0.103052647,0.111738788,0.108345975,0.103031368,0.106233445,0.092623808,0.097906351,0.10100639,0.110042382,0.10100639,0.008848593,0.10437304,2.475597297,0.045489281,0.113643312,-5.843755976,"50,909",0.944456119,31,
Q9Y6D9,MAD1L1,1.00E-07,1.00E-07,0.041089849,0.022205989,0.064776355,0.031159581,0.106043944,0.04437574,0.118286184,0.011103045,0.064776355,-0.045764895,0.038706457,-2.47466741,0.045548701,0.113761018,-5.845115865,"83,067",0.94400653,27,
Q96DH6,MSI2,0.1723405,0.186132915,0.174435008,0.145879917,0.214009036,0.178707711,0.221458303,0.190288504,0.187315714,0.173387754,0.190288504,-0.031418804,0.185406487,-2.474428681,0.045563969,0.113768419,-5.845464986,"35,197",0.943978278,8,
Q8IVL5,P3H2,0.009661813,0.008988042,0.076452748,1.00E-07,0.124782714,0.097088289,0.048552145,0.061322948,0.01759354,0.009324928,0.061322948,-0.059160848,0.0533561,-2.470986945,0.045784677,0.114288639,-5.85049815,"80,984",0.941996937,14,
Q70Z35,PREX2,0.324672702,0.246293274,0.21943328,0.208104818,0.357410022,0.437235735,0.300754918,0.300665036,0.334403,0.232863277,0.334403,-0.099390409,0.299321223,-2.469776649,0.045862554,0.114452139,-5.852268036,"182,622",0.941376088,22,
Q92831,KAT2B,0.043853866,1.00E-07,0.164055955,1.00E-07,0.252942965,0.541302529,0.079316166,0.318049221,0.078582438,0.021926983,0.252942965,-0.245925215,0.174940113,-2.46862061,0.045937069,0.114607161,-5.85395856,"93,013",0.940788244,3,
P52757,CHN2,0.427927436,0.370344157,0.36558183,0.15292912,0.692117157,0.306500463,0.709538936,0.784131954,0.732475756,0.367962993,0.709538936,-0.293876492,0.476133882,-2.46731548,0.046021346,0.114786448,-5.855867079,"53,924",0.940109384,10,
Q9UJZ1,STOML2,1.00E-07,1.00E-07,0.009479029,1.00E-07,0.032004897,1.00E-07,0.024277499,0.02298041,0.008782161,1.00E-07,0.02298041,-0.017445894,0.011092779,-2.465134035,0.046162569,0.115107636,-5.859056997,"38,534",0.938895866,15,
Q8NEJ9,NGDN,0.081930238,0.063695205,0.067009426,0.001823312,0.061826081,0.127442464,0.121292116,0.143123935,0.117255108,0.065352315,0.121292116,-0.059806604,0.083517847,-2.463218154,0.046286973,0.115371426,-5.861858519,"35,894",0.937901739,16,
O00750,PIK3C2B,0.625944431,0.511977282,0.50121949,0.574615726,0.571820696,0.651522767,0.796129953,0.812489386,0.814394569,0.543296504,0.796129953,-0.154551468,0.630714966,-2.463120621,0.046293315,0.115371426,-5.862001137,"184,768",0.937901739,24,
Q8IYQ7,THNSL1,0.035277393,0.026570557,0.064156013,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.008887644,0.030923975,1.00E-07,0.031500916,0.015750558,2.462539147,0.046331146,0.115434594,-5.862851392,"83,070",0.93766402,20,
Q8IYH5,ZZZ3,0.656861362,0.266247885,0.244521816,0.189887197,0.066006545,1.00E-07,0.07422787,0.154759654,1.00E-07,0.25538485,0.066006545,0.265631023,0.206564053,2.461846535,0.04637625,0.115515843,-5.863864151,"102,023",0.937358447,7,
Q5JTZ9,AARS2,0.0049957,0.011709776,0.000997827,0.009083001,0.002753109,1.00E-07,1.00E-07,1.00E-07,0.002229806,0.007039351,1.00E-07,0.006008224,0.003692464,2.458495404,0.046595129,0.116029776,-5.868764166,"107,340",0.935430545,31,
Q5U5X0,LYRM7,0.032227431,0.059535789,0.061803819,0.047478135,0.035739499,0.033010556,0.037239829,0.018496561,0.030760103,0.053506962,0.033010556,0.019139682,0.040691452,2.458176603,0.046616007,0.116050512,-5.869230305,"11,955",0.93535294,4,
Q13625,TP53BP2,0.019722469,0.048296533,1.00E-07,0.075049782,0.127483247,0.071410029,0.09979203,0.058225967,0.090896025,0.034009501,0.090896025,-0.053460597,0.06249752,-2.454248033,0.046874092,0.116630285,-5.874974376,"125,616",0.933188662,21,
Q96EX2,RNFT2,0.706528711,0.586669355,0.427887375,0.790441308,0.815792471,0.727073063,0.894528395,0.977596813,0.419481795,0.646599033,0.815792471,-0.225865998,0.740814686,-2.454247559,0.046874123,0.116630285,-5.874975069,"48,965",0.933188662,6,
Q8IV38,ANKMY2,1.00E-07,0.028246434,0.037876005,1.00E-07,0.006665585,0.097958101,0.144086394,0.111593737,0.101629764,0.014123267,0.101629764,-0.073545294,0.053303307,-2.453374493,0.04693168,0.116742081,-5.876251565,"49,299",0.932772568,13,
Q6P2P2,PRMT9,0.080749638,1.00E-07,0.023687638,0.107994582,0.14423698,0.069456449,0.142692172,0.163693284,0.024299785,0.052218638,0.142692172,-0.076911732,0.091563855,-2.452676141,0.046977773,0.116825305,-5.877272604,"94,501",0.932463076,7,
Q8IY26,PLPP6,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.156667223,0.024754435,0.026259455,0.169044141,0.144208315,1.00E-07,0.144208315,-0.094181213,0.047090707,-2.452306157,0.047002211,0.11685465,-5.877813542,"32,194",0.932354001,8,
Q8NCD3,HJURP,0.33591017,0.532101808,0.58487219,0.522136551,0.636752139,0.825122009,0.588495568,0.639275127,0.607262162,0.527119179,0.636752139,-0.178656031,0.583083195,-2.45139292,0.04706259,0.116973308,-5.879148738,"83,539",0.931913228,12,
Q9HAR2,ADGRL3,0.13272958,0.171909191,0.139256444,0.175121442,0.206351294,0.171275897,0.18370143,0.182629245,0.257598002,0.155582817,0.18370143,-0.031235302,0.170371815,-2.450666284,0.047110689,0.117061221,-5.880211102,"161,812",0.931586952,26,
P62805,HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006316892,0.003158546,2.450398882,0.047128403,0.117061221,-5.88060205,"11,367",0.931586952,NA,
Q6ZMG9,CERS6,0.052333592,0.009729188,0.100116175,0.108341626,1.00E-07,0.036672311,1.00E-07,1.00E-07,0.093954473,0.076224884,1.00E-07,0.058461993,0.038399149,2.450285091,0.047135942,0.117061221,-5.880768414,"44,890",0.931586952,5,
Q9NUW8,TDP1,0.062795404,0.066849642,0.004459537,0.016506517,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.03965096,1.00E-07,0.037652675,0.018826438,2.448253399,0.047270776,0.117364554,-5.883738741,"68,420",0.930463049,17,
Q15751,HERC1,0.259455135,0.292142478,0.098853725,0.238572493,0.271920939,0.380983106,0.340848816,0.354302503,0.428836049,0.249013814,0.354302503,-0.114757883,0.279634899,-2.447081767,0.047348714,0.1175265,-5.885451627,"532,228",0.929864196,57,
P08579,SNRPB2,0.056841056,0.11223337,0.031193519,0.030920459,0.02669464,1.00E-07,0.013090409,0.000810958,0.004437745,0.044017287,0.004437745,0.047648074,0.033973064,2.44672455,0.047372503,0.117545161,-5.88597386,"25,486",0.929795243,8,
Q96FE5,LINGO1,1.5067949,1.610054053,1.652444759,1.532385652,1.629887408,1.978175218,1.666002735,1.904995402,2.116010857,1.571219852,1.904995402,-0.21934535,1.685092516,-2.446587124,0.047381659,0.117545161,-5.886174769,"69,876",0.929795243,8,
P31949,S100A11,0.147432277,0.183402012,0.204307967,0.137766804,1.00E-07,0.025478405,0.190109255,1.00E-07,1.00E-07,0.165417144,1.00E-07,0.1143303,0.111062115,2.445886705,0.047428349,0.11762943,-5.887198736,"11,740",0.929484008,5,
P39748,FEN1,0.037367022,0.055982507,0.04913038,0.045660076,0.066284562,0.056891399,0.05716682,0.053240159,0.052116387,0.047395228,0.056891399,-0.011360739,0.052715366,-2.445480008,0.047455482,0.11766516,-5.887793297,"42,593",0.92935211,18,
Q9H334,FOXP1,0.598796197,0.633691675,0.652399934,0.527074136,0.628531573,0.289784076,0.382836817,0.199454467,0.498416028,0.616243936,0.382836817,0.227838753,0.489071109,2.444578169,0.047515705,0.117782897,-5.889111705,"75,317",0.928917766,2,
P31942,HNRNPH3,1.00E-07,1.00E-07,0.008041298,1.00E-07,0.012171327,0.055174222,0.012222758,0.069596726,0.03366169,1.00E-07,0.03366169,-0.035280859,0.019650829,-2.444339512,0.047531655,0.117790856,-5.889460598,"36,926",0.92888842,18,
P20674,COX5A,0.030914951,0.022527437,0.04771299,0.052772043,0.107249933,0.042774182,0.067681566,0.079352752,0.111907951,0.03931397,0.079352752,-0.035782753,0.056373232,-2.443423061,0.047592957,0.117911169,-5.890800345,"16,762",0.928445054,2,
Q9BVP2,GNL3,0.103437176,0.099597213,0.098853332,0.10289903,0.128937157,0.101913389,0.124356568,0.110032312,0.106394938,0.101248121,0.110032312,-0.015113169,0.108753272,-2.442871582,0.047629886,0.117971048,-5.891606536,"61,993",0.928224561,28,
Q86V24,ADIPOR2,0.163428481,0.081238133,0.102008434,0.26276605,1.00E-07,1.00E-07,1.00E-07,0.124859926,1.00E-07,0.132718457,1.00E-07,0.121145218,0.091787665,2.442451922,0.047658007,0.118009088,-5.892220022,"43,884",0.928084545,1,
Q9H9H4,VPS37B,1.00E-07,1.00E-07,1.00E-07,0.085096938,0.064124947,0.215187789,0.062382441,0.24794839,0.270015025,1.00E-07,0.215187789,-0.126136582,0.084342601,-2.440918046,0.04776094,0.118232302,-5.894462302,"31,307",0.927263855,1,
Q9UBU6,FAM8A1,0.57661023,0.575347495,0.589384178,0.509803939,0.574370792,0.617770078,0.647613619,0.671159598,0.618933917,0.575978863,0.618933917,-0.064942061,0.595257491,-2.440504191,0.047788751,0.118261431,-5.895067284,"44,123",0.927156871,6,
Q5T8P6,RBM26,0.074350467,0.069146404,0.075934054,0.061398018,0.093084454,0.077362519,0.077244509,0.080521499,0.08835458,0.071748436,0.080521499,-0.01184601,0.076130241,-2.440362344,0.047798288,0.118261431,-5.895274636,"113,597",0.927156871,29,
O43657,TSPAN6,0.04521021,0.008276807,0.100797129,0.105309125,0.065556893,0.229887272,0.377264113,0.226319374,0.199662831,0.073003669,0.226319374,-0.159858595,0.144827615,-2.439711711,0.047842054,0.118338051,-5.896225734,"27,563",0.926875588,8,
O00471,EXOC5,0.017480079,1.00E-07,0.042111419,0.054803811,0.050539843,0.051313477,0.083246436,0.066136287,1.00E-07,0.029795749,0.051313477,-0.034210159,0.045703931,-2.439093929,0.04788365,0.118409261,-5.897128803,"81,853",0.926614328,28,
Q8N196,SIX5,1.214607042,1.200446373,1.26207811,1.442177438,1.547586932,1.696718716,1.340709501,1.429754677,1.537665393,1.238342576,1.537665393,-0.223865216,1.391759849,-2.436453694,0.048061843,0.118818128,-5.900988175,"74,562",0.925117295,4,
P23469,PTPRE,0.463305074,0.495875259,0.387999835,0.40141247,0.851939087,0.948556512,0.817796191,0.36878111,0.361880304,0.432358772,0.817796191,-0.309620065,0.591958192,-2.43597584,0.048094167,0.118866258,-5.901686661,"80,642",0.92494141,2,
P00519,ABL1,0.252081499,0.270659946,0.249402484,0.289075864,0.048628697,0.044931177,0.261115557,0.192452057,0.192844329,0.261370723,0.192452057,0.128523077,0.20104341,2.434850122,0.048170406,0.119022869,-5.903332123,"122,873",0.924369585,16,
Q8NCY6,MSANTD4,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.268671872,1.446645497,0.266929366,0.632593937,1.979922466,1.00E-07,0.632593937,-0.653710068,0.326855134,-2.43341836,0.048267554,0.119226803,-5.905424886,"41,150",0.923626103,3,
Q9Y547,HSPB11,0.017726446,0.019172957,0.011738075,1.00E-07,1.00E-07,0.005328582,1.00E-07,1.00E-07,1.00E-07,0.01473226,1.00E-07,0.010827174,0.006745807,2.433253817,0.048278731,0.119226803,-5.90566539,"16,297",0.923626103,4,
P49643,PRIM2,0.152497895,0.15949353,0.164818441,0.16911817,0.205152436,0.159989428,0.250945381,0.207895806,0.236695529,0.162155986,0.207895806,-0.044513754,0.183738886,-2.432915323,0.048301734,0.119228681,-5.906160147,"58,806",0.923619259,22,
Q9BWH6,RPAP1,0.123179448,0.097397632,0.125523691,0.103790322,0.172352247,0.151051265,0.11880086,0.134309003,0.140422653,0.113484885,0.140422653,-0.031655571,0.128300559,-2.43286312,0.048305282,0.119228681,-5.906236449,"152,755",0.923619259,32,
P53990,IST1,1.00E-07,1.00E-07,0.060729973,1.00E-07,0.007235543,0.101200787,0.158302255,0.152933466,0.08327173,1.00E-07,0.101200787,-0.089735445,0.060050291,-2.432496483,0.048330212,0.119258378,-5.906772338,"39,751",0.923511101,14,
Q8NI37,PPTC7,0.032644821,0.082999028,0.153670537,0.182886488,0.295800795,0.388352781,0.304782539,0.106912159,0.289366458,0.118334782,0.295800795,-0.16091185,0.193506144,-2.430237008,0.048484143,0.119606294,-5.910074793,"32,646",0.922245966,5,
Q6ZTW0,TPGS1,0.271896256,0.142873081,0.413873125,0.669317227,0.583296272,1.320413851,2.032561618,0.784062589,1.110913802,0.342884691,1.110913802,-0.80559366,0.777286752,-2.429821905,0.048512479,0.119642675,-5.910681496,"31,275",0.922113884,7,
P78357,CNTNAP1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.032918074,0.01108657,0.030799697,1.00E-07,0.002181864,1.00E-07,0.01108657,-0.01870101,0.009350605,-2.429641901,0.048524771,0.119642675,-5.910944583,"156,267",0.922113884,35,
P26232,CTNNA2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.047831668,0.081340355,1.00E-07,0.030445101,0.004665667,1.00E-07,0.030445101,-0.039904206,0.019952203,-2.429178511,0.048556431,0.119688819,-5.911621853,"105,313",0.921946419,29,
P10644,PRKAR1A,2.008967014,2.07608143,1.81846959,2.017047212,2.136311484,2.435983364,2.125046702,2.119430855,2.225538343,2.013007113,2.136311484,-0.224051789,2.092167206,-2.428706882,0.048588676,0.11972714,-5.912311158,"42,982",0.921807392,13,
P18206,VCL,0.011805825,0.013745921,0.008108696,0.022156359,0.01782966,0.028216135,0.022123209,0.038495604,0.024027586,0.012775873,0.024027586,-0.012711952,0.020310176,-2.428401087,0.048609594,0.11972714,-5.912758089,"123,799",0.921807392,79,
Q5H9R4,ARMCX4,0.032135427,0.052474942,0.052512833,0.068567873,0.091834923,0.168065722,0.192603247,0.058043316,0.139719661,0.052493887,0.139719661,-0.076214033,0.089529785,-2.428383111,0.048610824,0.11972714,-5.912784361,"39,406",0.921807392,13,
P34741,SDC2,0.463170439,0.645098014,0.533415887,0.663724893,0.813052238,0.659043688,0.748163124,0.655216664,0.811269242,0.589256951,0.748163124,-0.14251662,0.647610619,-2.424745759,0.048860374,0.120309724,-5.918100289,"22,160",0.919699269,8,
Q16774,GUK1,0.138330275,0.135116633,0.110384622,0.155972517,0.086997191,0.080864364,0.043692817,0.133811413,0.123231388,0.136723454,0.086997191,0.048609566,0.110646229,2.424342116,0.048888148,0.120346065,-5.918690185,"21,726",0.919568105,9,
Q53EZ4,CEP55,0.229685209,0.111152951,0.329203652,0.710726418,0.410569689,1.600530116,1.045320689,0.916334496,0.408129691,0.27944443,0.916334496,-0.64799669,0.669190402,-2.422792576,0.048994925,0.120576811,-5.920954692,"54,178",0.918736205,4,
Q9ULM3,YEATS2,0.246828244,0.292015163,0.242830384,0.281081086,0.386784711,0.343661337,0.296230753,0.284320688,0.379029258,0.263954665,0.343661337,-0.062060653,0.296719046,-2.422493758,0.049015545,0.120595456,-5.921391379,"150,782",0.918669055,20,
Q9Y2P8,RCL1,0.057732201,0.046482527,0.040863069,0.043029199,0.034561416,0.035522229,0.025682748,0.043291113,0.034230824,0.044755863,0.034561416,0.012262373,0.040895563,2.421150421,0.049108349,0.120779357,-5.923354477,"40,843",0.918007288,16,
Q9UBP6,METTL1,0.037717313,0.023114751,0.037092662,0.002705667,0.014526612,1.00E-07,0.002464503,1.00E-07,0.021643248,0.030103707,0.002464503,0.020909769,0.014702713,2.421033777,0.049116416,0.120779357,-5.923524933,"31,471",0.918007288,10,
Q8TF68,ZNF384,0.153217284,0.133981529,0.154141325,0.080626323,0.157526411,0.236623638,0.161661185,0.262958222,0.180585952,0.143599407,0.180585952,-0.074200749,0.16759199,-2.420667918,0.049141727,0.120809468,-5.924059575,"63,219",0.917899028,6,
Q96PX9,PLEKHG4B,0.36504336,0.639257306,0.464178327,0.504885505,0.601295641,0.74487761,0.769373683,0.568509737,0.617767307,0.484531916,0.617767307,-0.177673043,0.582177646,-2.420085053,0.04918208,0.120867989,-5.924911328,"139,667",0.917688705,8,
Q587I9,SFT2D3,0.122641644,0.20239306,0.107662739,0.169520273,0.210530536,0.252970749,0.322913989,0.175505322,0.343814089,0.146080959,0.252970749,-0.08992572,0.195517289,-2.419816009,0.049200718,0.120867989,-5.925304485,"21,790",0.917688705,3,
P63279,UBE2I,0.069622435,0.082318824,0.069114554,0.074161446,0.079981134,0.032003738,0.038119644,0.036432282,0.060380103,0.071891941,0.038119644,0.027170115,0.060219257,2.419757827,0.049204749,0.120867989,-5.925389505,"18,007",0.917688705,14,
Q6P158,DHX57,0.052328836,0.049854535,0.054913593,0.037852466,0.063220293,0.06533716,0.051545962,0.060508211,0.04714323,0.051091686,0.060508211,-0.011415548,0.054445132,-2.418891405,0.049264825,0.120983418,-5.926655601,"155,604",0.917274149,46,
Q9ULW3,ABT1,0.274132772,0.284179151,0.211860929,0.24134462,0.288701021,0.380229836,0.272955899,0.358298082,0.302738242,0.257738696,0.302738242,-0.072166841,0.288962789,-2.418597112,0.049285248,0.121001434,-5.927085643,"31,079",0.917209483,12,
Q99758,ABCA3,0.576307506,0.292475614,0.295322613,0.274176292,0.653596663,0.547980386,0.471208697,0.52977728,0.667785909,0.293899113,0.547980386,-0.19107025,0.455105631,-2.417382382,0.049369639,0.121176449,-5.928860674,"191,362",0.916581778,21,
