Index,UCSC_Gene_Symbol,Ingenuity_Gene_Symbol,Ingenuity_Gene_Description,Ingenuity_Gene_Product_Location,Ingenuity_Gene_Product_Type,Log2_Mean_CYTOSOL,Log2_Mean_LYSOSOME,Linear_Fold_Change_LYSOSOME_vs_CYTOSOL,Log2_Fold_Change_LYSOSOME_vs_CYTOSOL,Welch_Ttest_uncorrected_P_LYSOSOME_vs_CYTOSOL,Welch_Ttest_BH_FDR_corrected_P_LYSOSOME_vs_CYTOSOL
G3518,CHML,CHML,CHM like Rab escort protein,Cytoplasm,enzyme,7.511814826,6.916284874,-1.511027537,-0.595529953,0.00017651,0.001575006
G21049,SGSM1,SGSM1,small G protein signaling modulator 1,Nucleus,other,3.21801918,2.622301474,-1.511224196,-0.595717706,0.000171429,0.001546354
G7135,GATSL2,CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2,Cytoplasm,other,7.569371391,6.973487286,-1.511398509,-0.595884105,0.001763637,0.007383131
G16382,NFKBIE,NFKBIE,NFKB inhibitor epsilon,Nucleus,transcription regulator,3.734114619,3.1362026,-1.513524489,-0.597912019,0.007045543,0.019819884
G18411,PLXNC1,PLXNC1,plexin C1,Plasma Membrane,transmembrane receptor,5.11083456,4.512707973,-1.513749608,-0.598126586,0.001312571,0.006014405
G21121,SHISA7,SHISA7,shisa family member 7,Plasma Membrane,other,4.98474309,4.385223347,-1.515212086,-0.599519743,0.000613836,0.003636443
G16425,NINL,NINL,ninein like,Cytoplasm,other,6.7705609,6.170090233,-1.516211137,-0.600470667,0.003017039,0.010777467
G22540,SPNS2,SPNS2,sphingolipid transporter 2,Plasma Membrane,transporter,6.094932176,5.494147568,-1.516541112,-0.600784608,0.002656833,0.009839564
G12726,LRRC27,LRRC27,leucine rich repeat containing 27,Other,other,4.830919272,4.229361137,-1.517354451,-0.601558136,0.000129338,0.001319227
G12803,LRRTM1,LRRTM1,leucine rich repeat transmembrane neuronal 1,Plasma Membrane,other,4.12010307,3.516610317,-1.519390549,-0.603492752,0.002388962,0.009091835
G3170,CDH11,CDH11,cadherin 11,Plasma Membrane,other,6.248520003,5.645000184,-1.519419055,-0.603519819,3.14E-05,0.000541453
G26319,ZNF77,ZNF77,zinc finger protein 77,Nucleus,transcription regulator,3.216885348,2.613193,-1.51960077,-0.603692348,0.000693655,0.003948713
G5296,DTX4,DTX4,deltex E3 ubiquitin ligase 4,Cytoplasm,enzyme,7.360296524,6.755480146,-1.52078518,-0.604816378,0.000270833,0.002082952
G13474,MICAL3,MICAL3,"microtubule associated monooxygenase, calponin and LIM domain containing 3",Cytoplasm,enzyme,6.800495741,6.195221524,-1.521267877,-0.605274217,0.008429544,0.02257647
G9395,KDSR,KDSR,3-ketodihydrosphingosine reductase,Plasma Membrane,enzyme,5.374415753,4.768555936,-1.521885496,-0.605859817,2.62E-05,0.000485785
G8293,HMGB3,HMGB3,high mobility group box 3,Nucleus,other,6.715328806,6.108876718,-1.522510405,-0.606452088,4.32E-05,0.000667155
G20407,RRAGB,RRAGB,Ras related GTP binding B,Cytoplasm,enzyme,5.505569856,4.898460917,-1.523203753,-0.607108939,0.000809228,0.00435061
G9474,KIAA1683,IQCN,IQ motif containing N,Cytoplasm,other,3.682755973,3.075623193,-1.523228926,-0.607132781,0.009233113,0.024211058
G21721,SMG1P3,SMG1P3,SMG1 pseudogene 3,Other,other,4.632595047,4.02467634,-1.52405895,-0.607918706,0.008261113,0.022264794
G9038,IRX1,IRX1,iroquois homeobox 1,Nucleus,transcription regulator,6.429617542,5.821543751,-1.52422279,-0.608073792,0.000216176,0.001800692
G1181,ARMCX4,ARMCX4,armadillo repeat containing X-linked 4,Other,other,4.981973059,4.373094433,-1.525073343,-0.608878626,0.000452109,0.002974809
G8897,IMPG2,IMPG2,interphotoreceptor matrix proteoglycan 2,Extracellular Space,other,4.383932097,3.774714446,-1.525431769,-0.609217651,7.81E-05,0.0009688
G1074,ARHGAP33,ARHGAP33,Rho GTPase activating protein 33,Plasma Membrane,transporter,6.697371246,6.087083023,-1.526564157,-0.610288223,0.000423447,0.002840464
G8899,INADL,PATJ,PATJ crumbs cell polarity complex component,Plasma Membrane,other,4.332514752,3.721257471,-1.527589894,-0.611257281,0.000721048,0.004046238
G7397,GMIP,GMIP,GEM interacting protein,Cytoplasm,enzyme,5.438971026,4.827231776,-1.52810031,-0.61173925,0.00040355,0.002762267
G1922,BZRAP1,TSPOAP1,TSPO associated protein 1,Plasma Membrane,other,6.547979097,5.934594039,-1.529844541,-0.613385057,9.61E-06,0.000290718
G26252,ZNF682,ZNF682,zinc finger protein 682,Nucleus,transcription regulator,3.706438707,3.09208207,-1.530875158,-0.614356637,0.001791105,0.007464743
G3378,CEP78,CEP78,centrosomal protein 78,Cytoplasm,other,5.072593606,4.458099778,-1.531020741,-0.614493828,0.000304708,0.002271596
G17862,PDE1C,PDE1C,phosphodiesterase 1C,Cytoplasm,enzyme,4.601820767,3.98634945,-1.532058426,-0.615471316,0.000182872,0.001612809
G22752,ST8SIA2,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",Cytoplasm,enzyme,6.597696071,5.98202329,-1.532272384,-0.615672781,1.23E-05,0.000324314
G2030,C14orf37,ARMH4,armadillo like helical domain containing 4,Extracellular Space,other,5.176046584,4.558685894,-1.534066145,-0.617360689,8.80E-05,0.001039046
G3910,COL26A1,COL26A1,collagen type XXVI alpha 1 chain,Extracellular Space,other,5.713779778,5.095295364,-1.535261505,-0.618484414,0.000616801,0.003649899
G2179,C1orf21,C1orf21,chromosome 1 open reading frame 21,Other,other,8.511353461,7.8921951,-1.535978861,-0.619158361,1.18E-05,0.000316854
G18433,PMS2CL,PMS2CL,PMS2 C-terminal like pseudogene,Other,other,4.355265666,3.735413194,-1.536718031,-0.619852472,0.000246912,0.001968825
G6024,FAM117B,FAM117B,family with sequence similarity 117 member B,Other,other,6.674700109,6.05415183,-1.537459364,-0.620548279,0.000204612,0.001744196
G6016,FAM110B,FAM110B,family with sequence similarity 110 member B,Cytoplasm,other,4.164402497,3.543219462,-1.538135962,-0.621183034,7.68E-05,0.00095915
G3818,CNKSR2,CNKSR2,connector enhancer of kinase suppressor of Ras 2,Plasma Membrane,other,4.778718555,4.157013815,-1.538692281,-0.62170474,0.001173818,0.005563188
G25763,ZFP41,ZFP41,ZFP41 zinc finger protein,Nucleus,transcription regulator,4.903578315,4.2803554,-1.540312329,-0.623222916,0.002322086,0.008913907
G515,AHNAK2,AHNAK2,AHNAK nucleoprotein 2,Cytoplasm,other,4.162138962,3.538698515,-1.540544596,-0.623440447,0.014830647,0.034350049
G9240,KCNAB1,KCNAB1,potassium voltage-gated channel subfamily A regulatory beta subunit 1,Plasma Membrane,ion channel,3.127226751,2.5,-1.544593013,-0.627226751,0.002739785,0.010062646
G23736,TMEM121,TMEM121,transmembrane protein 121,Other,other,3.509576848,2.882341038,-1.544602712,-0.62723581,0.000131968,0.001333989
G12768,LRRC6,DNAAF11,dynein axonemal assembly factor 11,Cytoplasm,other,3.127292215,2.5,-1.544663103,-0.627292215,0.002082171,0.008273243
G12740,LRRC37A4P,LRRC37A4P, ,Other,other,6.761880603,6.13455263,-1.544701388,-0.627327973,0.000312366,0.002313003
G25471,WTIP,WTIP,WT1 interacting protein,Nucleus,transcription regulator,3.127813477,2.5,-1.545221308,-0.627813477,0.001873118,0.007723497
G24420,TRPC5,TRPC5,transient receptor potential cation channel subfamily C member 5,Plasma Membrane,ion channel,6.214305557,5.586258786,-1.545471201,-0.628046771,0.000984052,0.004955574
G10110,LIMCH1,LIMCH1,LIM and calponin homology domains 1,Cytoplasm,other,6.032924361,5.404747943,-1.54561009,-0.628176418,0.000266858,0.002067356
G21075,SH3BP5-AS1,SH3BP5-AS1,SH3BP5 antisense RNA 1,Other,other,4.400038068,3.771616865,-1.545872359,-0.628421202,0.000361785,0.002565588
G17754,PCDHB17P,PCDHB17P,protocadherin beta 17 pseudogene,Other,other,3.128500898,2.5,-1.545957756,-0.628500898,0.002177291,0.008522518
G26171,ZNF583,ZNF583,zinc finger protein 583,Nucleus,transcription regulator,4.717158264,4.088434628,-1.546196456,-0.628723636,0.012612797,0.030423282
G1942,C10orf35,FAM241B,family with sequence similarity 241 member B,Other,other,5.739513631,5.109853914,-1.547200018,-0.629659717,0.000208492,0.001756743
G26296,ZNF730,ZNF730,zinc finger protein 730,Other,other,3.902906682,3.27233959,-1.548173427,-0.630567091,0.003280165,0.011418345
G22544,SPOCK1,SPOCK1,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",Extracellular Space,other,7.646605917,7.015795108,-1.548434985,-0.630810809,0.000154428,0.001452142
G1923,BZRAP1-AS1,TSPOAP1-AS1, ,Other,other,3.258428854,2.625305169,-1.55091937,-0.633123685,1.06E-05,0.000301793
G21132,SHQ1,SHQ1,"SHQ1, H/ACA ribonucleoprotein assembly factor",Nucleus,other,4.979197613,4.34579112,-1.551223423,-0.633406493,0.00044368,0.00293359
G1308,ASXL3,ASXL3,ASXL transcriptional regulator 3,Other,other,7.564843142,6.930744721,-1.55196758,-0.634098421,0.001180446,0.005583934
G25956,ZNF286A,ZNF286A,zinc finger protein 286A,Nucleus,transcription regulator,7.332107204,6.697985352,-1.551992787,-0.634121852,4.08E-06,0.000188887
G7664,GPRIN1,GPRIN1,G protein regulated inducer of neurite outgrowth 1,Plasma Membrane,other,6.470585107,5.836380962,-1.552081317,-0.634204145,0.000558901,0.003409766
G17580,PALM,PALM,paralemmin,Plasma Membrane,other,7.83504397,7.200702892,-1.552228639,-0.634341078,4.79E-05,0.000714711
G2266,C2CD3,C2CD3,C2 domain containing 3 centriole elongation regulator,Cytoplasm,other,5.86041822,5.225529289,-1.552818199,-0.634888932,0.001269996,0.005881913
G19850,RGS7,RGS7,regulator of G protein signaling 7,Cytoplasm,enzyme,4.521302068,3.885262623,-1.554057027,-0.636039445,0.000544576,0.003350386
G23750,TMEM132E,TMEM132E,transmembrane protein 132E,Other,other,6.632657528,5.996571493,-1.554107214,-0.636086035,0.000191537,0.001664773
G51,ABCA5,ABCA5,ATP binding cassette subfamily A member 5,Plasma Membrane,transporter,6.142843922,5.504508148,-1.55653258,-0.638335775,0.000113325,0.001217395
G20122,RNU2-1,RNU2-1,"RNA, U2 small nuclear 1",Nucleus,other,4.383785791,3.745390524,-1.556596769,-0.638395267,0.011279986,0.028070961
G6015,FAM110A,FAM110A,family with sequence similarity 110 member A,Other,other,3.758236676,3.119009012,-1.557495143,-0.639227664,0.000555894,0.003401455
G26138,ZNF555,ZNF555,zinc finger protein 555,Other,other,4.865418707,4.225892036,-1.557817976,-0.639526671,0.000726478,0.004056957
G7227,GFOD2,GFOD2,glucose-fructose oxidoreductase domain containing 2,Extracellular Space,enzyme,7.12690142,6.486956304,-1.558269878,-0.639945117,1.13E-05,0.000310942
G6013,FAM109A,PHETA1,PH domain containing endocytic trafficking adaptor 1,Cytoplasm,other,4.815221839,4.174570718,-1.559032627,-0.640651121,0.000490583,0.003125171
G26172,ZNF584,ZNF584,zinc finger protein 584,Nucleus,transcription regulator,4.092943133,3.452018899,-1.559327792,-0.640924235,8.85E-05,0.00104049
G5024,DMPK,DMPK,DM1 protein kinase,Cytoplasm,kinase,5.186922635,4.545651715,-1.55970255,-0.64127092,0.000664668,0.00383616
G20722,SCN1A,SCN1A,sodium voltage-gated channel alpha subunit 1,Plasma Membrane,ion channel,3.20808184,2.566453208,-1.560089322,-0.641628633,0.000150433,0.001432294
G7915,H2AFY2,MACROH2A2,macroH2A.2 histone,Nucleus,other,6.667431422,6.02565436,-1.560249838,-0.641777062,0.000718013,0.004035123
G5363,DYSF,DYSF,dysferlin,Plasma Membrane,other,3.263320096,2.621491901,-1.560305138,-0.641828195,0.000469706,0.00303899
G17734,PCDHA12,PCDHA12,protocadherin alpha 12,Other,other,5.816506114,5.173220569,-1.56188209,-0.643285545,0.000337104,0.002438279
G18216,PITPNC1,PITPNC1,phosphatidylinositol transfer protein cytoplasmic 1,Cytoplasm,transporter,6.41365238,5.770069272,-1.562204269,-0.643583109,3.09E-05,0.000534556
G24682,TUNAR,TUNAR,TCL1 upstream neural differentiation-associated RNA,Other,other,5.089688824,4.444121762,-1.564354047,-0.645567063,0.000156556,0.001465487
G26264,ZNF699,ZNF699,zinc finger protein 699,Other,other,3.145741508,2.5,-1.564543214,-0.645741508,0.004129737,0.013450926
G17931,PDZD2,PDZD2,PDZ domain containing 2,Plasma Membrane,other,3.808544738,3.162765406,-1.564584234,-0.645779332,0.007413645,0.020552399
G18178,PIK3R3,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3,Cytoplasm,kinase,6.971250724,6.325389341,-1.56467322,-0.645861383,0.000713225,0.004015492
G20824,SEC31B,SEC31B,"SEC31 homolog B, COPII coat complex component",Cytoplasm,other,3.767479603,3.120769512,-1.565593956,-0.646710091,0.000122366,0.001272175
G15906,MVD,MVD,mevalonate diphosphate decarboxylase,Cytoplasm,enzyme,6.210846329,5.562348527,-1.567535159,-0.648497802,0.000890548,0.00462953
G18640,PPFIA2,PPFIA2,PTPRF interacting protein alpha 2,Plasma Membrane,phosphatase,6.601197213,5.952113186,-1.56817224,-0.649084026,2.24E-06,0.000133194
G2823,CCDC157,CCDC157,coiled-coil domain containing 157,Other,other,3.227972802,2.578270568,-1.56884436,-0.649702234,0.000667447,0.003846675
G25756,ZFP28,ZFP28,ZFP28 zinc finger protein,Nucleus,transcription regulator,3.83048265,3.18042025,-1.569236068,-0.6500624,6.72E-05,0.000890962
G25843,ZNF107,ZNF107,zinc finger protein 107,Nucleus,transcription regulator,3.151327207,2.5,-1.570612416,-0.651327207,0.001458933,0.006495028
G20042,RNF157,RNF157,ring finger protein 157,Cytoplasm,enzyme,7.086752161,6.434396019,-1.571732981,-0.652356142,4.09E-05,0.000646677
G12271,LOC202181,LOC202181,SUMO interacting motifs containing 1 pseudogene,Other,other,5.336837572,4.68442121,-1.571798589,-0.652416362,0.000658369,0.003817555
G9297,KCNJ9,KCNJ9,potassium inwardly rectifying channel subfamily J member 9,Plasma Membrane,ion channel,3.906049769,3.252328317,-1.573221113,-0.653721453,0.000395328,0.002721004
G2545,CACNB3,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3,Plasma Membrane,ion channel,7.326062345,6.671215562,-1.574448735,-0.654846783,2.34E-06,0.000135195
G19956,RN7SK,RN7SK,RNA component of 7SK nuclear ribonucleoprotein,Nucleus,other,7.843960915,7.188076817,-1.57558119,-0.655884098,0.001543192,0.006739511
G6386,FARP1,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",Plasma Membrane,other,8.877889838,8.221770281,-1.575838357,-0.656119557,0.000109859,0.00118899
G13016,MALT1,MALT1,MALT1 paracaspase,Cytoplasm,peptidase,4.80985117,4.152963741,-1.576677318,-0.656887429,2.30E-05,0.000451701
G25925,ZNF250,ZNF250,zinc finger protein 250,Nucleus,transcription regulator,6.090004502,5.432624381,-1.577215857,-0.65738012,5.68E-06,0.000220896
G6796,FOXD4,FOXD4,forkhead box D4,Nucleus,transcription regulator,3.409734536,2.751939292,-1.577669754,-0.657795245,0.000366545,0.002584569
G3315,CELF5,CELF5,CUGBP Elav-like family member 5,Nucleus,other,7.424533077,6.76571837,-1.578784989,-0.658814707,7.87E-06,0.000263787
G2563,CADM3,CADM3,cell adhesion molecule 3,Plasma Membrane,other,8.390867039,7.731070098,-1.579860243,-0.659796941,6.16E-06,0.000233815
G21074,SH3BP5,SH3BP5,SH3 domain binding protein 5,Cytoplasm,other,5.598084526,4.938034944,-1.580136928,-0.660049582,7.94E-06,0.000265468
G26112,ZNF521,ZNF521,zinc finger protein 521,Nucleus,transcription regulator,6.125564084,5.465050411,-1.580645314,-0.660513673,5.85E-07,6.80E-05
G5482,EFR3B,EFR3B,EFR3 homolog B,Plasma Membrane,other,7.84657375,7.182807504,-1.584212918,-0.663766246,0.000377204,0.002637242
G20337,RPRM,RPRM,"reprimo, TP53 dependent G2 arrest mediator homolog",Cytoplasm,other,7.736292081,7.072305497,-1.584454887,-0.663986584,5.31E-06,0.00021322
G4862,DGCR9,DGCR5,DiGeorge syndrome critical region gene 5,Other,other,3.747424517,3.08221026,-1.585803766,-0.665214257,0.001156793,0.005516226
G6577,FGF14,FGF14,fibroblast growth factor 14,Extracellular Space,growth factor,4.686689658,4.020711176,-1.586644021,-0.665978482,0.002659957,0.009848193
G16852,NUP93,NUP93,nucleoporin 93,Nucleus,other,6.801957509,6.135664987,-1.586989433,-0.666292522,1.95E-05,0.000417585
G4562,DACH2,DACH2,dachshund family transcription factor 2,Nucleus,transcription regulator,5.076666884,4.409781154,-1.587642106,-0.66688573,0.000765052,0.004193079
G16866,NUTM2D,NUTM2D,NUT family member 2D,Other,other,3.637968207,2.970010828,-1.588821862,-0.667957379,0.001152999,0.005504484
G765,ANKRD13B,ANKRD13B,ankyrin repeat domain 13B,Plasma Membrane,other,6.145808027,5.477475314,-1.589235266,-0.668332713,1.10E-05,0.000307164
G20127,RNU5A-1,RNU5A-1,"RNA, U5A small nuclear 1",Other,other,4.019311766,3.350769169,-1.589466485,-0.668542597,0.019861103,0.043043379
G25955,ZNF285,ZNF285,zinc finger protein 285,Nucleus,transcription regulator,3.472369942,2.802492413,-1.590937907,-0.669877529,0.001030713,0.005123821
G1572,BAHCC1,BAHCC1,BAH domain and coiled-coil containing 1,Other,other,6.585941615,5.915956049,-1.591057049,-0.669985566,0.01442696,0.033698227
G23285,TCEAL2,TCEAL2,transcription elongation factor A like 2,Other,other,4.942377437,4.272039662,-1.591445525,-0.670337775,0.00033042,0.002410161
G20277,RPL23AP53,RPL23AP53,ribosomal protein L23a pseudogene 53,Other,other,5.303930059,4.633362188,-1.591699366,-0.670567871,7.61E-05,0.000954166
G4858,DGCR5,DGCR5,DiGeorge syndrome critical region gene 5,Other,other,4.554005702,3.883371207,-1.591772873,-0.670634495,0.00188092,0.007747346
G19409,RAB3C,RAB3C,"RAB3C, member RAS oncogene family",Cytoplasm,enzyme,4.853952708,4.182056234,-1.593165864,-0.671896473,0.000454612,0.00298633
G7588,GPR137C,GPR137C,G protein-coupled receptor 137C,Cytoplasm,other,5.764858708,5.092778339,-1.593368953,-0.672080369,0.000239561,0.001931112
G17857,PDE10A,PDE10A,phosphodiesterase 10A,Cytoplasm,enzyme,6.432602116,5.760304263,-1.593609169,-0.672297853,1.32E-05,0.000337411
G25434,WNK2,WNK2,WNK lysine deficient protein kinase 2,Cytoplasm,kinase,7.741919249,7.069213691,-1.594059586,-0.672705558,0.004365222,0.014024294
G2269,C2CD4C,C2CD4C,C2 calcium dependent domain containing 4C,Extracellular Space,other,3.761404592,3.088326501,-1.594471257,-0.673078091,0.000497427,0.003147747
G7669,GPSM1,GPSM1,G protein signaling modulator 1,Cytoplasm,other,7.000393355,6.326901335,-1.594928798,-0.673492019,1.98E-05,0.000417585
G8139,HID1,HID1,HID1 domain containing,Plasma Membrane,other,5.564158921,4.890462632,-1.595154638,-0.673696289,8.80E-06,0.000280486
G4206,CSMD1,CSMD1,CUB and Sushi multiple domains 1,Plasma Membrane,other,3.174641152,2.5,-1.596199693,-0.674641152,0.001860084,0.007685086
G6778,FOS,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",Nucleus,transcription regulator,3.421721204,2.74644965,-1.596897323,-0.675271554,0.000945719,0.004817859
G26402,ZNF93,ZNF93,zinc finger protein 93,Nucleus,transcription regulator,4.10370736,3.427950631,-1.597434447,-0.675756729,0.000657756,0.003817356
G1868,BSN,BSN,bassoon presynaptic cytomatrix protein,Plasma Membrane,other,8.109908071,7.43276082,-1.598974854,-0.677147251,0.009728427,0.025137849
G2546,CACNB4,CACNB4,calcium voltage-gated channel auxiliary subunit beta 4,Plasma Membrane,ion channel,5.399086597,4.72189138,-1.599028017,-0.677195217,0.003282901,0.011418345
G17569,PAIP2B,PAIP2B,poly(A) binding protein interacting protein 2B,Other,translation regulator,5.290905648,4.61340394,-1.599367755,-0.677501707,0.000819382,0.004390696
G24661,TUBB4A,TUBB4A,tubulin beta 4A class IVa,Cytoplasm,other,7.29636579,6.617213523,-1.601198609,-0.679152268,0.000137465,0.001371663
G9466,KIAA1549,KIAA1549,KIAA1549,Plasma Membrane,other,7.859246137,7.179230136,-1.602157525,-0.680016002,0.000343746,0.002470152
G5787,ERC2,ERC2,ELKS/RAB6-interacting/CAST family member 2,Cytoplasm,other,6.289606518,5.608880541,-1.602946169,-0.680725977,4.78E-06,0.000198222
G5229,DPYSL3,DPYSL3,dihydropyrimidinase like 3,Cytoplasm,enzyme,10.36975468,9.688762422,-1.603242057,-0.680992259,2.19E-07,4.24E-05
G23056,SYT3,SYT3,synaptotagmin 3,Cytoplasm,transporter,5.634315527,4.952885957,-1.603728106,-0.68142957,0.00014603,0.001417033
G11072,LMO4,LMO4,LIM domain only 4,Nucleus,transcription regulator,7.172050849,6.488806168,-1.605747089,-0.683244681,2.91E-05,0.000514967
G20546,S1PR2,S1PR2,sphingosine-1-phosphate receptor 2,Plasma Membrane,G-protein coupled receptor,4.486285565,3.802640171,-1.606193152,-0.683645394,0.00068905,0.003931133
G18471,PNPO,PNPO,pyridoxamine 5'-phosphate oxidase,Cytoplasm,enzyme,5.212872813,4.529113341,-1.606320163,-0.683759472,1.60E-07,3.50E-05
G26058,ZNF441,ZNF441,zinc finger protein 441,Nucleus,transcription regulator,4.364120108,3.68035573,-1.606325626,-0.683764378,0.001072471,0.005249351
G24578,TTC9,TTC9,tetratricopeptide repeat domain 9,Extracellular Space,other,6.404604338,5.720727846,-1.60645046,-0.683876492,0.000230558,0.001882561
G24745,UAP1L1,UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1,Cytoplasm,other,3.321709659,2.637414906,-1.606916264,-0.684294752,0.000842441,0.004474861
G5230,DPYSL4,DPYSL4,dihydropyrimidinase like 4,Cytoplasm,enzyme,7.099633447,6.41519126,-1.60708049,-0.684442187,1.25E-07,3.03E-05
G10579,LINC01004,LINC01004, ,Other,other,4.227998864,3.542930031,-1.607778689,-0.685068833,0.000630764,0.003703355
