Index,UCSC_Gene_Symbol,Ingenuity_Gene_Symbol,Ingenuity_Gene_Description,Ingenuity_Gene_Product_Location,Ingenuity_Gene_Product_Type,Log2_Mean_CYTOSOL,Log2_Mean_LYSOSOME,Linear_Fold_Change_LYSOSOME_vs_CYTOSOL,Log2_Fold_Change_LYSOSOME_vs_CYTOSOL,Welch_Ttest_uncorrected_P_LYSOSOME_vs_CYTOSOL,Welch_Ttest_BH_FDR_corrected_P_LYSOSOME_vs_CYTOSOL
G1215,ARSD,ARSD,arylsulfatase D,Cytoplasm,enzyme,5.133905465,4.998773623,-1.098193169,-0.135131842,0.063687873,0.108460894
G25213,VPS13D,VPS13D,vacuolar protein sorting 13 homolog D,Cytoplasm,other,6.520253944,6.23445304,-1.219086845,-0.285800904,0.063717514,0.108496475
G2277,C2orf42,C2orf42,chromosome 2 open reading frame 42,Nucleus,other,2.939041175,2.784851311,-1.112796559,-0.154189864,0.06376145,0.108554954
G694,AMIGO3,AMIGO3,adhesion molecule with Ig like domain 3,Other,other,3.088672012,2.898930867,-1.140559053,-0.189741145,0.063769362,0.108554954
G3512,CHKB,CHKB,choline kinase beta,Cytoplasm,kinase,3.434922193,3.874561674,1.356265365,0.439639481,0.063825342,0.108635339
G5340,DXO,DXO,decapping exoribonuclease,Nucleus,enzyme,3.657332547,3.849616349,1.142570987,0.192283802,0.06393518,0.108807359
G7088,GAMT,GAMT,guanidinoacetate N-methyltransferase,Cytoplasm,enzyme,4.133749687,4.327665523,1.143864241,0.193915836,0.063964991,0.108843159
G4145,CRNKL1,CRNKL1,crooked neck pre-mRNA splicing factor 1,Nucleus,other,5.715346444,5.625086191,-1.064562205,-0.090260253,0.064023444,0.108922344
G24698,TWISTNB,POLR1F,RNA polymerase I subunit F,Nucleus,other,6.18364866,6.25239916,1.04880793,0.068750499,0.06402909,0.108922344
G25636,ZBTB26,ZBTB26,zinc finger and BTB domain containing 26,Nucleus,transcription regulator,3.70534097,3.956633252,1.190272814,0.251292282,0.064044262,0.108933212
G18361,PLEKHM1P,PLEKHM1P1, ,Other,other,3.750996899,3.897483422,1.106870562,0.146486523,0.06417001,0.109132131
G12926,LZTS3,LZTS3,leucine zipper tumor suppressor family member 3,Cytoplasm,other,6.825754896,6.725000178,-1.072334286,-0.100754717,0.064210814,0.109186554
G7348,GLMP,GLMP,glycosylated lysosomal membrane protein,Cytoplasm,transcription regulator,2.5,2.540712046,1.02862138,0.040712046,0.064255934,0.1092483
G19689,RBPMS2,RBPMS2,"RNA binding protein, mRNA processing factor 2",Cytoplasm,other,2.700765129,2.786387373,1.061145322,0.085622244,0.064282939,0.109270356
G12593,LOC729218,LOC729218,uncharacterized LOC729218,Other,other,4.766051458,4.57164304,-1.144254859,-0.194408418,0.064286526,0.109270356
G18880,PRKAR2A,PRKAR2A,protein kinase cAMP-dependent type II regulatory subunit alpha,Cytoplasm,kinase,7.046914306,6.982646211,-1.045554377,-0.064268095,0.06431912,0.109310777
G16606,NPHP1,NPHP1,nephrocystin 1,Nucleus,other,2.84753969,2.651847999,-1.145273123,-0.195691691,0.064378153,0.109396114
G7721,GRIN2A,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,Plasma Membrane,ion channel,5.254406075,5.48944815,1.176941062,0.235042076,0.064397973,0.109414803
G6395,FASTK,FASTK,Fas activated serine/threonine kinase,Cytoplasm,kinase,4.415442151,4.553261967,1.100241188,0.137819817,0.064438651,0.109461327
G16715,NRM,NRM,nurim,Nucleus,other,3.533791971,3.719005519,1.136985258,0.185213548,0.064443007,0.109461327
G19402,RAB36,RAB36,"RAB36, member RAS oncogene family",Cytoplasm,enzyme,3.915306837,4.068969361,1.112389879,0.153662524,0.064463592,0.109473744
G13253,MDFIC,MDFIC,MyoD family inhibitor domain containing,Nucleus,other,2.5,2.802188898,1.233013759,0.302188898,0.064473062,0.109473744
G17400,ORC5,ORC5,origin recognition complex subunit 5,Nucleus,other,3.712030979,3.583911479,-1.092868259,-0.1281195,0.064476796,0.109473744
G343,ADCY2,ADCY2,adenylate cyclase 2,Plasma Membrane,enzyme,4.072026182,4.320145083,1.187657544,0.248118901,0.064504921,0.109506507
G12922,LZTR1,LZTR1,leucine zipper like transcription regulator 1,Cytoplasm,transcription regulator,5.458496528,5.591799714,1.09680206,0.133303186,0.064531974,0.109537439
G18769,PPRC1,PPRC1,PPARG related coactivator 1,Nucleus,transcription regulator,5.760430343,5.495779255,-1.201345472,-0.264651088,0.064608789,0.109640198
G20669,SCARNA17,SCARNA17,small Cajal body-specific RNA 17,Other,other,3.223812387,2.80763424,-1.334387933,-0.416178148,0.064617047,0.109640198
G6638,FITM2,FITM2,fat storage inducing transmembrane protein 2,Cytoplasm,enzyme,3.55308413,3.772763965,1.164475136,0.219679835,0.064619031,0.109640198
G6310,FAM76A,FAM76A,family with sequence similarity 76 member A,Nucleus,other,4.710236476,4.583403985,-1.09189376,-0.12683249,0.064850736,0.110018284
G4673,DCUN1D3,DCUN1D3,defective in cullin neddylation 1 domain containing 3,Cytoplasm,other,4.85469327,4.91764753,1.044602644,0.06295426,0.064883253,0.110058395
G9146,JAG2,JAG2,jagged canonical Notch ligand 2,Extracellular Space,growth factor,5.302792752,5.465077565,1.119058,0.162284813,0.064927736,0.110118789
G15743,MSANTD3-TMEFF1,MSANTD3-TMEFF1,MSANTD3-TMEFF1 readthrough,Other,other,6.032600117,5.69838167,-1.260694266,-0.334218447,0.064940452,0.110125297
G15708,MRPS30,MRPS30,mitochondrial ribosomal protein S30,Cytoplasm,enzyme,5.523812762,5.37958669,-1.105137647,-0.144226071,0.065179223,0.110515093
G25525,XPO7,XPO7,exportin 7,Nucleus,transporter,6.363322573,6.296036769,-1.047743669,-0.067285804,0.06521491,0.110560488
G5624,ELP2,ELP2,elongator acetyltransferase complex subunit 2,Cytoplasm,other,5.248173783,5.156785956,-1.065394566,-0.091387828,0.065228376,0.110568205
G25446,WNT4,WNT4,Wnt family member 4,Extracellular Space,cytokine,2.908483878,3.082395848,1.1281133,0.17391197,0.06529129,0.110659725
G21802,SNAPC4,SNAPC4,small nuclear RNA activating complex polypeptide 4,Nucleus,transcription regulator,4.334375896,4.058819659,-1.210460697,-0.275556237,0.065331213,0.11071226
G19289,PUSL1,PUSL1,pseudouridine synthase like 1,Cytoplasm,enzyme,3.974431762,4.09057402,1.083832834,0.116142258,0.065355426,0.110738162
G7165,GCH1,GCH1,GTP cyclohydrolase 1,Cytoplasm,enzyme,3.340307231,3.452433374,1.0808199,0.112126142,0.065400946,0.110800155
G21517,SLC44A5,SLC44A5,solute carrier family 44 member 5,Plasma Membrane,transporter,5.401070882,5.193114977,-1.155050481,-0.207955905,0.065422721,0.110812294
G20771,SDCCAG3,ENTR1,endosome associated trafficking regulator 1,Cytoplasm,other,5.116703773,5.058337338,-1.041286045,-0.058366436,0.06542598,0.110812294
G3964,COPE,COPE,COPI coat complex subunit epsilon,Cytoplasm,transporter,6.551463514,6.704929877,1.11223864,0.153466363,0.065490152,0.110905837
G8669,IFI6,IFI6,interferon alpha inducible protein 6,Cytoplasm,other,2.5,2.795222735,1.227074409,0.295222735,0.065535252,0.110967062
G3246,CDO1,CDO1,cysteine dioxygenase type 1,Cytoplasm,enzyme,5.567263554,5.445229245,-1.088268321,-0.122034309,0.065557979,0.110990392
G3348,CEP104,CEP104,centrosomal protein 104,Cytoplasm,other,5.872465926,5.778843529,-1.067046019,-0.093622397,0.06576559,0.111326683
G19541,RAPH1,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,Plasma Membrane,other,6.963367033,6.832032384,-1.09530651,-0.13133465,0.065855592,0.111463824
G25354,WDR47,WDR47,WD repeat domain 47,Cytoplasm,other,6.848349291,6.703339896,-1.105737854,-0.145009395,0.065963123,0.111628881
G24568,TTC39C,TTC39C,tetratricopeptide repeat domain 39C,Other,other,5.226538689,5.37411592,1.107707696,0.147577231,0.065971111,0.111628881
G25968,ZNF304,ZNF304,zinc finger protein 304,Nucleus,transcription regulator,4.872134433,4.713086655,-1.116549938,-0.159047778,0.065983622,0.11163482
G7267,GID4,GID4,GID complex subunit 4 homolog,Nucleus,other,4.523887051,4.377191145,-1.107031218,-0.146695906,0.066042339,0.111718921
G8030,HDAC4,HDAC4,histone deacetylase 4,Nucleus,transcription regulator,5.561969246,5.480243014,-1.058283554,-0.081726232,0.066062065,0.11173705
G18957,PRPF18,PRPF18,pre-mRNA processing factor 18,Nucleus,transporter,4.891344791,4.653143801,-1.179520907,-0.238200991,0.06614502,0.111862106
G18215,PITPNB,PITPNB,phosphatidylinositol transfer protein beta,Cytoplasm,transporter,7.129932581,7.194949523,1.046097224,0.065016942,0.066298667,0.112106662
G19896,RHPN2,RHPN2,rhophilin Rho GTPase binding protein 2,Cytoplasm,other,2.988865539,3.288790957,1.231080769,0.299925418,0.066354448,0.112185689
G9073,ITGA11,ITGA11,integrin subunit alpha 11,Plasma Membrane,other,2.5,2.63645337,1.099199589,0.13645337,0.066366419,0.112190637
G743,ANK3,ANK3,ankyrin 3,Plasma Membrane,other,8.474928398,8.227189655,-1.18734463,-0.247738742,0.066417006,0.112260851
G20492,RUNDC3A,RUNDC3A,RUN domain containing 3A,Cytoplasm,other,8.185639996,8.073311641,-1.080971402,-0.112328355,0.066466622,0.112329406
G8340,HNRNPC,HNRNPC,heterogeneous nuclear ribonucleoprotein C,Nucleus,other,7.660911889,7.51868334,-1.103608557,-0.142228548,0.066485226,0.11234554
G6197,FAM21A,WASHC2A/WASHC2C,WASH complex subunit 2A,Cytoplasm,other,5.840959416,5.720948383,-1.086743174,-0.120011033,0.066522029,0.112392416
G25654,ZBTB48,ZBTB48,zinc finger and BTB domain containing 48,Nucleus,transcription regulator,4.239152699,4.088411419,-1.110139734,-0.150741281,0.066552757,0.112429017
G26290,ZNF721,ZNF721,zinc finger protein 721,Other,other,5.752116548,5.678696906,-1.052207794,-0.073419642,0.06661242,0.112499751
G1515,B3GALT2,B3GALT2,"beta-1,3-galactosyltransferase 2",Cytoplasm,enzyme,6.420239843,6.586526823,1.122166679,0.16628698,0.066612769,0.112499751
G6928,FUCA1,FUCA1,alpha-L-fucosidase 1,Cytoplasm,enzyme,4.323495027,4.236808899,-1.061928129,-0.086686128,0.066634937,0.112521868
G7448,GNL3L,GNL3L,G protein nucleolar 3 like,Nucleus,other,5.738671633,5.89075418,1.111172305,0.152082546,0.066679207,0.112581296
G22802,STAU2,STAU2,staufen double-stranded RNA binding protein 2,Cytoplasm,other,6.691492959,6.54667496,-1.10559117,-0.144817999,0.066716618,0.112612131
G4914,DHX8,DHX8,DEAH-box helicase 8,Nucleus,enzyme,5.327772261,5.183363444,-1.105277644,-0.144408817,0.06672142,0.112612131
G2815,CCDC149,CCDC149,coiled-coil domain containing 149,Other,other,5.020149813,5.105435094,1.060897504,0.085285281,0.066724708,0.112612131
G16504,NME1-NME2,NME1-NME2,NME1-NME2 readthrough,Cytoplasm,other,3.41142372,3.660172869,1.188176491,0.248749149,0.066865652,0.112834651
G20851,SEMA3C,SEMA3C,semaphorin 3C,Extracellular Space,other,5.629058878,5.49222092,-1.099492648,-0.136837958,0.066917751,0.112907206
G23955,TMEM74,TMEM74,transmembrane protein 74,Other,other,3.652265327,3.504510423,-1.107844123,-0.147754904,0.06693419,0.112914115
G552,AKAP11,AKAP11,A-kinase anchoring protein 11,Cytoplasm,other,8.546312052,8.637354936,1.065139864,0.091042884,0.066945668,0.112914115
G9045,ISCA2,ISCA2,iron-sulfur cluster assembly 2,Cytoplasm,other,3.322812984,3.582153721,1.196931621,0.259340736,0.066949158,0.112914115
G15899,MUS81,MUS81,MUS81 structure-specific endonuclease subunit,Nucleus,enzyme,4.727807172,4.645117656,-1.058990404,-0.082689516,0.06706966,0.11310197
G22639,SRP68,SRP68,signal recognition particle 68,Nucleus,other,5.209018702,5.3637421,1.113208168,0.154723399,0.067117523,0.113167297
G16937,OGFOD3,OGFOD3,2-oxoglutarate and iron dependent oxygenase domain containing 3,Cytoplasm,enzyme,4.039147408,4.273195345,1.176130329,0.234047937,0.067133457,0.113178778
G23282,TCEA2,TCEA2,transcription elongation factor A2,Nucleus,transcription regulator,5.431956784,5.576227818,1.10517209,0.144271033,0.067182226,0.113245603
G5991,FAF2,FAF2,Fas associated factor family member 2,Cytoplasm,other,6.430433449,6.538433416,1.077733121,0.107999968,0.067262549,0.113365592
G6980,G3BP2,G3BP2,G3BP stress granule assembly factor 2,Cytoplasm,enzyme,8.287617064,8.130899077,-1.11474829,-0.156717987,0.067370788,0.113532593
G5252,DRP2,DRP2,dystrophin related protein 2,Plasma Membrane,other,2.641804726,2.505054715,-1.099425625,-0.136750011,0.067393064,0.11354766
G15700,MRPS21,MRPS21,mitochondrial ribosomal protein S21,Cytoplasm,other,5.496300422,5.615622279,1.08622416,0.119321857,0.067398038,0.11354766
G24751,UBA6,UBA6,ubiquitin like modifier activating enzyme 6,Cytoplasm,enzyme,6.123442722,6.233652337,1.079385054,0.110209615,0.067434656,0.11359392
G3172,CDH13,CDH13,cadherin 13,Plasma Membrane,other,3.298959112,3.657009054,1.281692292,0.358049942,0.067444912,0.11359577
G4716,DDX20,DDX20,DEAD-box helicase 20,Nucleus,transcription regulator,4.733796017,4.520048511,-1.159696672,-0.213747506,0.067543528,0.113746419
G24576,TTC7B,TTC7B,tetratricopeptide repeat domain 7B,Other,other,6.520357629,6.360126747,-1.117465957,-0.160230882,0.067585446,0.113801559
G15644,MRPL15,MRPL15,mitochondrial ribosomal protein L15,Cytoplasm,other,4.605271359,4.72635682,1.087552813,0.121085461,0.067638795,0.11387593
G25550,YBEY,YBEY,ybeY metalloendoribonuclease,Cytoplasm,enzyme,3.588028408,3.411053076,-1.130511237,-0.176975332,0.067652776,0.113884009
G22332,SOGA3,SOGA3,SOGA family member 3,Other,other,9.50139296,9.396206055,-1.075633733,-0.105186905,0.06775077,0.114033492
G951,APLP1,APLP1,amyloid beta precursor like protein 1,Extracellular Space,other,10.04355701,10.14072937,1.069674874,0.097172358,0.06778773,0.11408022
G1669,BDH2,BDH2,3-hydroxybutyrate dehydrogenase 2,Cytoplasm,enzyme,2.5,2.623042894,1.089029394,0.123042894,0.067904011,0.114260405
G23364,TDRKH,TDRKH,tudor and KH domain containing,Cytoplasm,other,4.997990954,4.895706534,-1.073471895,-0.10228442,0.067936964,0.114300348
G12631,LONRF2,LONRF2,LON peptidase N-terminal domain and ring finger 2,Other,other,7.009718493,6.84488221,-1.121038855,-0.164836283,0.067946752,0.114301312
G26002,ZNF35,ZNF35,zinc finger protein 35,Nucleus,transcription regulator,5.277033836,5.121249991,-1.114026727,-0.155783846,0.068078054,0.114506659
G18139,PIGBOS1,PIGBOS1,PIGB opposite strand 1,Cytoplasm,other,3.960746522,3.787333045,-1.127723572,-0.173413477,0.068221982,0.11472053
G15556,MORN1,MORN1,MORN repeat containing 1,Other,other,3.911575457,3.671812313,-1.180798787,-0.239763144,0.068223706,0.11472053
G24480,TSPAN11,TSPAN11,tetraspanin 11,Other,other,3.52165268,3.159553065,-1.285295081,-0.362099615,0.068276301,0.114793407
G15692,MRPS14,MRPS14,mitochondrial ribosomal protein S14,Cytoplasm,other,5.713495372,5.843608633,1.094379614,0.130113261,0.068333972,0.114874797
G18050,PGRMC2,PGRMC2,progesterone receptor membrane component 2,Nucleus,transporter,5.935727904,6.09019303,1.113008898,0.154465126,0.068350231,0.114886558
G15647,MRPL18,MRPL18,mitochondrial ribosomal protein L18,Cytoplasm,translation regulator,5.139800296,5.294964965,1.113548712,0.155164669,0.06836928,0.11488724
G25890,ZNF200,ZNF200,zinc finger protein 200,Nucleus,transcription regulator,4.133425283,3.985549915,-1.107936631,-0.147875369,0.068372025,0.11488724
G24151,TOR2A,TOR2A,torsin family 2 member A,Extracellular Space,other,5.242482534,5.402770298,1.117510018,0.160287764,0.068378425,0.11488724
G9434,KIAA0825,KIAA0825,KIAA0825,Extracellular Space,other,3.218545412,2.919370315,-1.230440672,-0.299175097,0.068389405,0.114890124
G26381,ZNF845,ZNF845,zinc finger protein 845,Other,other,4.32331632,4.144047798,-1.132309634,-0.179268522,0.068644348,0.115302796
G22388,SP8,SP8,Sp8 transcription factor,Nucleus,transcription regulator,2.5,2.758840533,1.1965167,0.258840533,0.068665656,0.115320111
G6752,FN1,FN1,fibronectin 1,Extracellular Space,enzyme,2.5,2.893665481,1.313726977,0.393665481,0.068673252,0.115320111
G7201,GDI2,GDI2,GDP dissociation inhibitor 2,Cytoplasm,other,8.082484071,7.97893736,-1.074411544,-0.103546711,0.068689803,0.11533229
G2432,C8orf37,CFAP418,cilia and flagella associated protein 418,Cytoplasm,other,3.54099799,3.764212731,1.167331843,0.223214741,0.068724442,0.115374831
G9368,KDELC1,POGLUT2,protein O-glucosyltransferase 2,Cytoplasm,enzyme,3.674623354,3.41989013,-1.193115098,-0.254733224,0.068775929,0.115445642
G7408,GNA13,GNA13,G protein subunit alpha 13,Plasma Membrane,enzyme,7.738074554,7.869045888,1.095030712,0.130971334,0.068882182,0.115608349
G16789,NUBPL,NUBPL,"NUBP iron-sulfur cluster assembly factor, mitochondrial",Cytoplasm,other,3.437892281,3.314591437,-1.089224127,-0.123300844,0.068963716,0.115714894
G3320,CELSR3,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3,Plasma Membrane,G-protein coupled receptor,7.540448532,7.217620514,-1.250779967,-0.322828018,0.068964323,0.115714894
G24098,TNPO2,TNPO2,transportin 2,Nucleus,transporter,7.346896944,7.261400976,-1.061052446,-0.085495968,0.069004561,0.115766748
G2590,CALN1,CALN1,calneuron 1,Cytoplasm,other,2.714508129,2.504019255,-1.157080208,-0.210488874,0.069076865,0.115872378
G9548,KIRREL,KIRREL1,kirre like nephrin family adhesion molecule 1,Plasma Membrane,other,6.869764035,7.042078518,1.126864838,0.172314482,0.06910021,0.115895862
G18219,PITPNM3,PITPNM3,PITPNM family member 3,Cytoplasm,enzyme,4.757793174,4.962375512,1.15235269,0.204582337,0.069143059,0.115939274
G2029,C14orf28,C14orf28,chromosome 14 open reading frame 28,Other,other,3.1878845,3.514597779,1.25415293,0.32671328,0.069144788,0.115939274
G11332,LOC100506207,LOC100506207, ,Other,other,2.547647635,2.5,-1.033578264,-0.047647635,0.069155135,0.115940948
G3072,CD320,CD320,CD320 molecule,Plasma Membrane,transmembrane receptor,4.742855546,4.863943385,1.087554605,0.121087838,0.069244487,0.116060959
G12991,MAGED4B,MAGED4/MAGED4B,MAGE family member D4B,Other,other,7.531369464,7.341727914,-1.140480319,-0.18964155,0.069253212,0.116060959
G5079,DNAJB9,DNAJB9,DnaJ heat shock protein family (Hsp40) member B9,Nucleus,other,5.270208529,5.413696265,1.10457221,0.143487736,0.06925479,0.116060959
G3508,CHIC2,CHIC2,cysteine rich hydrophobic domain 2,Plasma Membrane,other,5.515383719,5.605574735,1.064511117,0.090191016,0.069272484,0.116074929
G21737,SMIM13,SMIM13,small integral membrane protein 13,Other,other,5.924602039,6.018519267,1.067264104,0.093917228,0.069292693,0.116093106
G11115,LOC100129034,LOC100129034,uncharacterized LOC100129034,Other,other,3.273539557,3.485451475,1.158222091,0.211911919,0.069310466,0.1161072
G25680,ZC3H6,ZC3H6,zinc finger CCCH-type containing 6,Nucleus,transcription regulator,5.696990397,5.894467256,1.146691142,0.197476858,0.069335961,0.116134224
G22751,ST8SIA1,ST8SIA1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",Cytoplasm,enzyme,8.172479755,8.050120744,-1.088513282,-0.122359011,0.06943965,0.116292192
G1350,ATIC,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,Cytoplasm,enzyme,5.432121632,5.328639971,-1.0743631,-0.103481661,0.069468541,0.116324871
G24056,TNFRSF21,TNFRSF21,TNF receptor superfamily member 21,Plasma Membrane,transmembrane receptor,6.577414331,6.424983151,-1.111440857,-0.152431181,0.069501253,0.116363936
G6735,FLYWCH2,FLYWCH2,FLYWCH family member 2,Other,other,5.25691302,5.139507999,-1.084781907,-0.117405021,0.069514282,0.116370041
G9293,KCNJ4,KCNJ4,potassium inwardly rectifying channel subfamily J member 4,Plasma Membrane,ion channel,3.403252712,3.222108356,-1.133782853,-0.181144356,0.069538159,0.116394304
G20582,SAMD4B,SAMD4B,sterile alpha motif domain containing 4B,Cytoplasm,other,5.927096751,5.996356999,1.049178572,0.069260248,0.069580897,0.116450124
G350,ADCY9,ADCY9,adenylate cyclase 9,Plasma Membrane,enzyme,6.512840398,6.776348825,1.200394344,0.263508427,0.069607078,0.116478224
G20837,SEL1L3,SEL1L3,SEL1L family member 3,Nucleus,other,2.787107975,3.013095173,1.169577286,0.225987199,0.069631249,0.116498586
G21187,SIRT7,SIRT7,sirtuin 7,Nucleus,enzyme,3.37713259,3.158464492,-1.163658796,-0.218668098,0.069638032,0.116498586
G20608,SARS,SARS1,seryl-tRNA synthetase 1,Cytoplasm,enzyme,8.613516034,8.775338333,1.118699299,0.161822299,0.069707909,0.116599756
G17946,PEBP1,PEBP1,phosphatidylethanolamine binding protein 1,Cytoplasm,other,7.125071343,6.985077485,-1.101900425,-0.139993858,0.069720119,0.116604455
G25073,USP40,USP40,ubiquitin specific peptidase 40,Other,peptidase,4.844861251,4.660885614,-1.136010081,-0.183975637,0.069741236,0.116624046
G802,ANKRD34A,ANKRD34A,ankyrin repeat domain 34A,Cytoplasm,other,2.5,2.634257153,1.097527549,0.134257153,0.069765315,0.116648585
G26314,ZNF764,ZNF764,zinc finger protein 764,Other,other,4.904869785,4.784500699,-1.087012919,-0.120369086,0.069810557,0.116708496
G2972,CCNC,CCNC,cyclin C,Nucleus,other,5.146883894,5.01879295,-1.092846627,-0.128090943,0.069824084,0.11671538
