PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,NES Assoc
P78348,ASIC1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.128493364,0.014946145,0.298352163,0.023271562,0.489149844,1.00E-07,0.128493364,-0.116265708,0.058132954,-1.8234863,0.114804975,0.238746876,-6.781000077,"59,909",0.622062303,11,1
Q9UPU7,TBC1D2B,0.135027532,0.076442278,0.02618003,0.129568075,0.177920407,0.085733706,0.157857781,0.18701774,0.264183012,0.103005177,0.177920407,-0.06032793,0.121968444,-1.816723819,0.115913616,0.240731648,-6.790376432,"109,880",0.618466811,14,1
Q9Y5L0,TNPO3,0.03798177,0.041659393,0.007809476,0.020313918,0.052369485,0.038967003,0.042216443,0.035328907,0.053259173,0.029147844,0.042216443,-0.01527932,0.034580799,-1.8110175,0.116857234,0.242201745,-6.798279699,"104,203",0.615822733,31,1
Q8IZD6,SLC22A15,0.166686606,0.119323704,0.00449918,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.061911442,1.00E-07,0.072627298,0.036313749,1.798476542,0.118957442,0.245948235,-6.815620553,"60,540",0.609156289,3,1
Q8WWM9,CYGB,0.066091995,0.020862511,1.00E-07,0.012936967,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.010649589,0.016899739,1.00E-07,0.024972793,0.012486497,1.796947101,0.119216076,0.246317729,-6.817732665,"21,405",0.608504328,5,1
Q9H074,PAIP1,0.092992831,0.135777076,0.10751655,0.151259894,0.155467319,0.128568425,0.155729538,0.149978241,0.126284893,0.121646813,0.149978241,-0.025549293,0.134661234,-1.796682154,0.119260935,0.246355363,-6.818098488,"53,525",0.608437979,17,1
Q9H3F6,KCTD10,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.487679655,1.00E-07,0.512531341,1.00E-07,1.00E-07,1.00E-07,-0.250052699,0.12502645,-1.79094106,0.120237022,0.247798025,-6.826021062,"35,432",0.605902159,3,1
Q99583,MNT,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.710333788,1.00E-07,0.759155011,1.00E-07,1.00E-07,1.00E-07,-0.36737215,0.183686175,-1.790080879,0.120383936,0.248010221,-6.827207366,"62,300",0.605530421,2,1
Q9UHC7,MKRN1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.291947618,1.00E-07,0.313805343,1.00E-07,1.00E-07,1.00E-07,-0.15143819,0.075719195,-1.789687803,0.120451129,0.248084756,-6.827749405,"53,349",0.605399921,1,1
Q9GZT4,SRR,0.099912241,0.091558138,0.091220133,0.088071764,0.100589932,0.091798073,0.11091733,0.136758353,0.111255029,0.091389135,0.11091733,-0.017325353,0.101353245,-1.778918317,0.122306325,0.250519335,-6.842584645,"36,566",0.601158749,7,1
Q9UKU6,TRHDE,0.062630093,1.00E-07,0.07645471,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.031315096,1.00E-07,0.034771151,0.017385675,1.773746082,0.123207148,0.251862324,-6.849698747,"117,000",0.598836794,12,1
Q9NWX5,ASB6,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.020387537,1.00E-07,1.313723655,1.00E-07,1.00E-07,1.00E-07,-0.583527748,0.291763974,-1.764410403,0.124849411,0.254263801,-6.862521427,"47,136",0.594715466,4,1
P48163,ME1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.09706532,1.00E-07,0.126057595,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.055780679,0.027890439,-1.762220159,0.125237763,0.254886277,-6.865526369,"64,150",0.593653546,12,1
Q8N5M1,ATPAF2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.021452579,0.027519468,1.00E-07,1.00E-07,1.00E-07,-0.012242962,0.006121581,-1.758302433,0.125935333,0.255996176,-6.870898118,"32,772",0.591766522,10,1
O75912,DGKI,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.182247751,1.00E-07,0.137286064,1.00E-07,1.00E-07,1.00E-07,-0.079883404,0.039941802,-1.757441724,0.12608909,0.256082244,-6.872077711,"116,997",0.591620533,3,1
Q2V2M9,FHOD3,0.021019348,1.00E-07,1.00E-07,0.027042704,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.010509724,1.00E-07,0.012015463,0.006007831,1.757434438,0.126090392,0.256082244,-6.872087696,"158,613",0.591620533,12,1
Q7L8J4,SH3BP5L,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.175817635,0.130047679,0.135808851,0.267027582,0.020886634,1.00E-07,0.135808851,-0.427175337,0.213587768,-1.757048881,0.126159328,0.2560996,-6.872616032,"43,499",0.591591101,6,1
Q70IA6,MOB2,0.603044252,0.264718111,0.127502557,0.255660829,0.215227636,0.099291826,0.032090267,0.162873809,0.183682296,0.26018947,0.162873809,0.185360553,0.220051161,1.756814212,0.126201303,0.2560996,-6.872937583,"26,927",0.591591101,7,1
Q7Z3G6,PRICKLE2,0.861779522,0.871469875,0.995818259,1.566552096,0.708668097,0.916251743,0.782556569,0.705293207,0.884364273,0.933644067,0.782556569,0.295712534,0.926048671,1.756700184,0.126221704,0.2560996,-6.873093823,"95,615",0.591591101,4,1
Q9Y2K2,SIK3,0.058247618,1.00E-07,0.037581041,1.00E-07,1.00E-07,0.078347919,0.115600139,0.19815948,0.020852959,0.01879057,0.078347919,-0.074069695,0.060992062,-1.756380262,0.126278959,0.256159556,-6.873532156,"144,851",0.591489438,21,1
Q9P0U4,CXXC1,0.093894627,0.063543572,0.061118117,0.075743753,1.00E-07,0.074910879,0.067643964,0.01442761,0.059934786,0.069643662,0.059934786,0.034329379,0.056410328,1.755425122,0.126450046,0.256281702,-6.874840652,"75,712",0.5912824,19,1
O43251,RBFOX2,0.154394049,0.152787071,0.608556339,0.566474904,0.397384645,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.360434476,1.00E-07,0.271206854,0.234949663,1.75258043,0.126960924,0.2570917,-6.878736261,"41,374",0.589911945,1,1
Q5SZQ8,CELF3,0.198613824,0.259352714,0.201794905,0.131745277,0.219710855,0.628277917,0.282639291,0.305191129,0.215397016,0.200204365,0.282639291,-0.161078118,0.278415739,-1.750176959,0.127394117,0.257574023,-6.882025912,"50,548",0.589097939,3,1
Q13114,TRAF3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.021341455,0.029563529,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.012726196,0.006363198,-1.740893064,0.129080864,0.26041494,-6.894717796,"64,490",0.584334104,9,1
Q15102,PAFAH1B3,0.014586956,0.101207426,1.00E-07,0.034456717,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.024521836,1.00E-07,0.0375627,0.01878145,1.73748408,0.129705621,0.261333226,-6.89937211,"25,734",0.58280537,12,1
Q05682,CALD1,1.00E-07,1.00E-07,0.010943419,0.009412234,0.000205372,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.004706167,1.00E-07,0.005037545,0.002570191,1.724384283,0.132133628,0.265144199,-6.917226622,"93,231",0.57651787,33,1
O14628,ZNF195,0.213523449,0.272762817,0.363968785,0.090561313,0.706948118,0.317250718,0.51656854,0.218195387,0.630892252,0.243143133,0.51656854,-0.2045366,0.337472391,-1.724186461,0.132170627,0.265144199,-6.917495867,"72,332",0.57651787,8,1
Q2Q1W2,TRIM71,0.02362381,0.033389694,0.031813207,0.017506406,0.039545194,0.025976423,0.033169383,0.042959007,0.025806004,0.027718508,0.033169383,-0.008829223,0.030997891,-1.721851695,0.132608057,0.265848677,-6.920672747,"93,385",0.575365497,35,1
P15529,CD46,0.18222113,0.305864932,0.262789013,0.398042432,0.462249761,0.510178066,0.526240847,0.216044658,0.630784177,0.284326973,0.510178066,-0.141448956,0.357953855,-1.721203358,0.132729773,0.265977348,-6.921554648,"43,747",0.575155348,1,1
Q9Y666,SLC12A7,0.248664486,0.274144419,0.32116836,0.350461511,0.258139565,0.420561367,0.482339181,0.382679892,0.398225732,0.29765639,0.398225732,-0.087320307,0.342269848,-1.719432324,0.133062808,0.26637031,-6.923963076,"119,106",0.574514184,15,1
P48431,SOX2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.174635972,0.112430068,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.07176646,0.03588333,-1.713228164,0.134235821,0.26823955,-6.93239287,"34,310",0.571477187,3,1
Q8WXA3,RUFY2,0.10831337,0.104887236,0.079774228,0.015157499,0.038213905,0.07718181,0.007206852,0.003674683,0.025310346,0.092330732,0.025310346,0.04546377,0.054301198,1.708952753,0.135049944,0.269628372,-6.938195409,"70,010",0.569234411,16,1
P06746,POLB,1.00E-07,0.02742477,0.017751696,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.008875898,1.00E-07,0.011294066,0.005647133,1.707747528,0.135280297,0.269875508,-6.939830147,"38,178",0.568836527,17,1
Q9UHJ6,SHPK,1.00E-07,0.000106399,1.00E-07,1.00E-07,0.032862494,1.00E-07,1.00E-07,0.021343464,1.00E-07,1.00E-07,1.00E-07,-0.013524865,0.006789107,-1.707707188,0.135288014,0.269875508,-6.939884856,"51,491",0.568836527,15,1
O43752,STX6,0.527081748,0.51956828,0.547534299,0.602488394,0.736372329,0.574991637,0.575334543,0.594883408,0.604168136,0.537308024,0.594883408,-0.071227299,0.58478183,-1.705407744,0.135728576,0.270410328,-6.943002539,"29,176",0.567976725,7,1
Q13546,RIPK1,0.061547102,0.052057693,0.059172577,0.080724474,0.124581122,0.17486188,0.172282481,0.021331155,0.10440778,0.060359839,0.124581122,-0.059888698,0.09331981,-1.701626582,0.136456023,0.271061632,-6.948125755,"75,931",0.566931952,21,1
Q7L1W4,LRRC8D,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.078639171,0.439650528,1.00E-07,0.117832172,1.00E-07,1.00E-07,0.078639171,-0.159030393,0.079515296,-1.701613744,0.136458499,0.271061632,-6.948143143,"98,201",0.566931952,10,1
Q9Y6I4,USP3,0.399262577,0.340245635,0.396665066,0.409762992,0.359598174,0.312258079,0.393343509,0.319233567,0.371733132,0.397963821,0.359598174,0.040375735,0.3662962,1.701559572,0.136468948,0.271061632,-6.94821651,"58,897",0.566931952,13,1
Q9HCG7,GBA2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.00564827,0.098522416,0.228843581,0.010108079,0.099605449,1.00E-07,0.098522416,-0.085780486,0.042890343,-1.698071535,0.137143377,0.272167345,-6.952938679,"104,649",0.565163983,24,1
Q9Y478,PRKAB1,0.245543036,0.19003258,0.157906604,0.215427727,0.195712132,0.136167764,0.127316423,0.184009954,0.117853828,0.202730153,0.136167764,0.041425919,0.181514527,1.697133356,0.137325322,0.272411824,-6.954208175,"30,382",0.564774046,10,1
P30622,CLIP1,0.017046095,0.115722864,0.026581165,0.133310082,0.165017141,0.104823969,0.151964496,0.096558334,0.14087116,0.071152015,0.14087116,-0.056425933,0.101378018,-1.696366355,0.137474243,0.272537216,-6.955245844,"162,246",0.564574185,40,1
Q9Y2Z2,MTO1,0.362121423,0.400782457,0.32546348,0.320582827,0.458110603,0.494077406,0.329499885,0.394378982,0.472277961,0.343792451,0.458110603,-0.066779173,0.385627133,-1.694088988,0.137917326,0.27329267,-6.95832582,"79,964",0.563372016,12,1
Q9UGU5,HMGXB4,0.060442649,0.004161153,1.00E-07,0.026028845,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.025259949,0.015094999,1.00E-07,0.022658087,0.011329143,1.693556139,0.138021195,0.273363717,-6.959046232,"65,712",0.563259128,9,1
O75151,PHF2,0.355430817,0.166071191,0.16932146,0.125919753,0.136497597,0.105583722,0.161012454,0.027311112,0.135379396,0.167696325,0.135379396,0.096584584,0.155893513,1.692935919,0.138142188,0.273503785,-6.959884661,"120,775",0.56303666,15,1
P46020,PHKA1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.025513525,1.00E-07,0.01578994,1.00E-07,0.026609845,1.00E-07,0.01578994,-0.010325816,0.005163008,-1.691682424,0.138387033,0.273871256,-6.961578808,"137,312",0.562453547,2,1
Q9NP80,PNPLA8,1.00E-07,0.027856698,1.00E-07,0.045837475,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.013928399,1.00E-07,0.018423493,0.009211847,1.691355668,0.138450926,0.273880459,-6.962020353,"88,477",0.562438953,15,1
Q9UPW0,FOXJ3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.268188283,0.623276772,3.301491544,0.452376814,0.647564933,1.00E-07,0.623276772,-1.161333253,0.580666727,-1.675690044,0.14154748,0.279050746,-6.983150584,"68,960",0.554316813,3,1
Q9BQF6,SENP7,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.050457173,0.029201137,1.00E-07,0.030327777,1.00E-07,0.029201137,-0.019914527,0.009957364,-1.674416241,0.141802155,0.279374116,-6.98486536,"119,658",0.553813834,15,1
Q7Z5J4,RAI1,0.254429926,0.263930254,0.290073097,0.326007885,0.311101424,0.27065793,0.378843646,0.367259025,0.385603332,0.277001675,0.367259025,-0.048355216,0.307787898,-1.673892843,0.141906927,0.279520972,-6.985569805,"203,352",0.553585602,28,1
Q8WVM7,STAG1,0.110423689,0.061511874,0.085620027,0.079684304,0.084641281,0.06265578,1.00E-07,0.05686393,0.048951704,0.082652166,0.05686393,0.033269701,0.067675123,1.664423255,0.143815308,0.282617714,-6.998299977,"144,427",0.548800622,20,1
O43813,LANCL1,0.027708979,0.041860133,0.068124292,0.038117439,0.06258392,0.060124222,0.057714731,0.052519687,0.040325441,0.039988786,0.057714731,-0.014282929,0.051094175,-1.663675447,0.14396705,0.28285579,-6.999304055,"45,283",0.548434927,16,1
O43150,ASAP2,0.240788171,0.192940026,0.256412652,0.077450053,0.065431969,0.089410612,0.203920641,0.077584546,0.014275159,0.216864099,0.077584546,0.082810784,0.150492334,1.660864416,0.144538817,0.283677755,-7.003076804,"111,651",0.547174718,7,1
P12107,COL11A1,1.00E-07,0.040744661,1.00E-07,1.00E-07,0.013909749,0.226002779,0.012218184,0.123030411,0.285752298,1.00E-07,0.123030411,-0.08360404,0.05198826,-1.659086147,0.144901635,0.284269154,-7.005462146,"181,065",0.546270263,12,1
Q9HCE9,ANO8,0.078097159,0.147397031,0.10771729,0.785525576,1.00E-07,0.022434185,1.00E-07,0.012589794,1.271390321,0.12755716,0.012589794,0.270928219,0.144220154,1.655743193,0.145586043,0.28511826,-7.009943565,"136,034",0.544974967,12,1
Q6IQ32,ADNP2,0.301435999,0.288618614,0.248878909,0.285657006,0.274918096,0.268427476,0.175052402,0.243125019,0.228054843,0.28713781,0.243125019,0.040766884,0.26076419,1.655616768,0.145611986,0.28511826,-7.010112974,"122,833",0.544974967,9,1
Q6IEE7,TMEM132E,0.700541434,0.099086436,0.409865882,0.096265081,0.279403684,1.00E-07,1.00E-07,1.00E-07,0.189480669,0.254476159,1.00E-07,0.256588712,0.198145352,1.651370534,0.146485907,0.286223309,-7.015799883,"107,094",0.543295002,12,1
O75385,ULK1,1.827440834,0.433498449,0.963103941,0.880675074,1.28668432,1.858247264,1.413231538,1.559486788,1.350022554,0.921889508,1.413231538,-0.503232903,1.277796026,-1.646570914,0.147479724,0.287254588,-7.02222083,"112,631",0.541733026,11,1
Q9H9L4,KANSL2,0.343330513,0.325069353,0.388892867,0.295315908,0.266282361,0.40494384,0.085998546,0.092165609,0.394600874,0.334199933,0.266282361,0.125804571,0.275249875,1.64620625,0.147555493,0.287281131,-7.022708369,"55,042",0.541692898,4,1
P35711,SOX5,0.155394174,0.0801067,0.082342721,0.132675259,0.1349105,0.765190381,0.358904114,0.139335072,0.516604631,0.10750899,0.358904114,-0.236955303,0.231107365,-1.642623013,0.148301981,0.288552213,-7.027496656,"84,026",0.539775591,4,1
P10114,RAP2A,0.052120547,0.055662592,0.285007342,0.059180212,0.031124844,0.048711399,1.00E-07,1.00E-07,0.142138533,0.057421402,0.031124844,0.093033563,0.066475892,1.642165273,0.148397599,0.288677509,-7.028108029,"20,615",0.539587051,4,1
P35568,IRS1,0.109774421,0.124834948,0.182548884,0.119985607,0.038361646,0.142502589,0.11933454,1.00E-07,0.041699376,0.122410278,0.041699376,0.059236247,0.104667842,1.642007423,0.148430586,0.288680942,-7.028318843,"131,591",0.539581886,12,1
O14936,CASK,0.098867162,0.084698301,0.071979683,0.076349569,0.094738338,0.050403896,0.037601601,0.062865127,0.077980637,0.080523935,0.062865127,0.021571438,0.07218796,1.638688943,0.149125685,0.289728112,-7.032748857,"105,123",0.538009363,38,1
P10415,BCL2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.01207656,1.00E-07,0.02249175,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.008642028,0.004321114,-1.637448628,0.149386278,0.290112482,-7.034403677,"26,266",0.537433586,2,1
Q6V1X1,DPP8,0.209160581,0.152857349,0.247047906,0.103185987,0.071273877,0.116364757,0.15885081,0.134855681,0.129083934,0.181008965,0.129083934,0.057726675,0.149199619,1.631116019,0.150723514,0.292157151,-7.042844559,"103,358",0.534383479,9,1
Q969Y2,GTPBP3,0.077058372,0.011299409,0.096580043,0.077241624,0.049945697,0.010930063,0.033469722,0.039333092,0.076629728,0.077149998,0.039333092,0.032125218,0.049482253,1.62934317,0.151099908,0.292631536,-7.045205208,"52,058",0.533678874,10,1
Q9UH73,EBF1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.329168917,0.16811772,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.124321609,0.062160905,-1.629250494,0.151119609,0.292631536,-7.045328583,"64,464",0.533678874,3,1
Q6UXK5,LRRN1,3.8417483,4.089890541,3.786146287,4.045328778,4.494728195,4.412930555,3.786661145,4.173978792,5.389640429,3.943538539,4.412930555,-0.276296195,4.078926574,-1.629218097,0.151126496,0.292631536,-7.04537171,"80,716",0.533678874,17,1
Q9H3H9,TCEAL2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.185190492,1.00E-07,1.00E-07,0.363960441,1.00E-07,1.00E-07,1.00E-07,-0.137287683,0.068643942,-1.627793696,0.151429607,0.293095696,-7.047267551,"25,850",0.532990558,3,1
A1L020,MEX3A,0.412657064,0.465222249,0.464801603,0.435855939,0.500493986,0.41424047,0.52728973,0.516666422,0.522303473,0.450328771,0.516666422,-0.045038438,0.467153433,-1.623527657,0.15234086,0.294428008,-7.052941407,"54,173",0.531020879,14,1
Q8IWA0,WDR75,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.005731004,0.005249546,0.031122532,0.00109282,0.014421271,1.00E-07,0.005731004,-0.010798876,0.005399538,-1.623179915,0.152415368,0.294448912,-7.053403633,"94,499",0.530990045,31,1
Q00537,CDK17,0.14065916,0.411358038,0.257464171,0.47407464,0.554694399,0.455661059,0.501229689,0.331169839,0.338598835,0.334411104,0.455661059,-0.139799745,0.390788874,-1.621885897,0.152692931,0.294872914,-7.055123302,"59,582",0.530365119,8,1
Q12816,TRO,1.636580565,1.508188665,1.721828586,1.734336416,3.20295558,1.696959806,3.037291083,1.478528556,3.29270219,1.679204576,3.037291083,-0.703700198,2.002083657,-1.621859363,0.152698628,0.294872914,-7.055158558,"143,716",0.530365119,8,1
Q14781,CBX2,0.381686772,0.384212229,0.388112826,0.390203917,0.481925617,0.422787441,0.467542547,0.352982434,0.464289537,0.386162527,0.464289537,-0.045255574,0.408681723,-1.611468849,0.154944828,0.29859427,-7.0689459,"56,081",0.52491853,7,1
O95071,UBR5,0.118061941,0.124410278,0.088293451,0.112109895,0.133530364,0.155285942,0.097643361,0.151656531,0.158318662,0.115085918,0.151656531,-0.023810158,0.12262397,-1.602253342,0.156963085,0.301345657,-7.081142648,"309,352",0.520935064,62,1
P22830,FECH,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.0056392,0.004046803,1.00E-07,1.00E-07,1.00E-07,-0.002421451,0.001210825,-1.596179929,0.158306721,0.303421216,-7.089164442,"47,862",0.517954055,12,1
P51805,PLXNA3,0.411625209,0.37695509,0.607818698,0.275495452,0.738416342,0.38973846,0.550146711,0.610120829,0.470273604,0.39429015,0.550146711,-0.154131973,0.495039599,-1.588690334,0.159978572,0.306371557,-7.099038602,"207,703",0.513751557,29,1
Q8IVW6,ARID3B,0.23182746,0.204806142,0.221602445,0.194628776,0.245985342,0.195867703,0.267317962,0.251362127,0.329726877,0.213204294,0.251362127,-0.026917078,0.226674745,-1.586765884,0.160410827,0.306945055,-7.101572506,"60,637",0.512939359,27,1
Q9P2P1,NYNRIN,0.108262031,0.024563339,0.306138333,0.099522285,0.193206162,0.301463002,0.199647072,0.243731402,0.333371562,0.103892158,0.243731402,-0.099890412,0.184566703,-1.586091652,0.160562527,0.307171762,-7.102459943,"208,366",0.512618712,13,1
Q8IZ13,ZBED8,0.589715417,0.495303643,0.417999229,0.387555402,0.474818675,0.683980001,0.566352597,0.548216771,0.626222348,0.456651436,0.566352597,-0.095698588,0.520492717,-1.582494656,0.16137412,0.308596714,-7.107191593,"68,327",0.510608702,2,1
Q96BD5,PHF21A,0.016820596,0.067698175,1.00E-07,0.139334816,0.035093367,0.315495656,0.117977995,0.162908788,0.177672365,0.042259385,0.162908788,-0.10190553,0.106916187,-1.582128,0.161457065,0.308691485,-7.107673644,"74,854",0.51047535,11,1
A0MZ66,SHTN1,1.00E-07,1.00E-07,0.004219872,0.011346424,0.002254197,0.006532437,0.023663189,0.017427556,0.032183542,0.002109986,0.017427556,-0.008577721,0.008180484,-1.576506624,0.162733752,0.310362267,-7.115058049,"71,640",0.508131085,31,1
P34913,EPHX2,0.049363175,0.043790462,0.035551129,0.04495186,0.07295758,0.055841434,0.058346576,0.036074261,0.071951923,0.044371161,0.058346576,-0.012390807,0.04960956,-1.575524387,0.1629578,0.310600275,-7.116347155,"62,616",0.507798163,16,1
Q15392,DHCR24,0.093775291,0.004363113,0.088430708,0.038236305,0.024370588,0.129894388,0.146839996,0.143472217,0.149629679,0.063333506,0.143472217,-0.054942943,0.083672826,-1.573325241,0.163460474,0.311103655,-7.119232067,"60,101",0.507094886,20,1
Q86X02,CDR2L,0.236654524,0.283685218,0.098082542,0.258559361,0.253849005,0.080675303,0.109545277,0.072147324,1.00E-07,0.247606942,0.080675303,0.090191184,0.174149819,1.573222017,0.163484105,0.311103655,-7.119367435,"53,010",0.507094886,9,1
Q6ICG6,KIAA0930,0.15520543,0.210069914,0.065199882,0.262395114,0.121309545,0.329461038,0.340250857,0.306544077,0.512467515,0.182637672,0.329461038,-0.101173794,0.223804482,-1.57295735,0.163544708,0.311103655,-7.119714504,"45,794",0.507094886,8,1
Q5PSV4,BRMS1L,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.134766706,0.0180923,0.650236242,0.079120713,0.292138926,1.00E-07,0.134766706,-0.22055389,0.110277045,-1.5716309,0.163848753,0.311524896,-7.12145354,"37,629",0.506507241,6,1
Q9H1X3,DNAJC25,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.7764584,0.09328332,0.180331521,0.007597285,0.085002907,1.00E-07,0.09328332,-0.264417532,0.132208866,-1.5697197,0.164287764,0.311919802,-7.123958064,"42,404",0.505957053,3,1
P11413,G6PD,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.004162837,1.00E-07,0.003859875,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002005628,0.001002914,-1.569468746,0.164345491,0.311932706,-7.124286824,"59,257",0.505939087,40,1
